team_id,player_id,player_name,team_name
1610612763,51,Mahmoud Abdul-Rauf,Memphis Grizzlies
1610612763,1722,Michael Dickerson,Memphis Grizzlies
1610612763,1710,Mike Bibby,Memphis Grizzlies
1610612763,970,Othella Harrington,Memphis Grizzlies
1610612763,949,Shareef Abdur-Rahim,Memphis Grizzlies
1610612763,2031,Stromile Swift,Memphis Grizzlies
1610612763,763,Tony Massenburg,Memphis Grizzlies
1610612748,920,A.C. Green,Miami Heat
1610612748,1853,Anthony Carter,Miami Heat
1610612748,193,Anthony Mason,Miami Heat
1610612748,258,Brian Grant,Miami Heat
1610612748,1477,Bruce Bowen,Miami Heat
1610612748,76,Cedric Ceballos,Miami Heat
1610612748,931,Don MacLean,Miami Heat
1610612748,190,Duane Causwell,Miami Heat
1610612748,2067,Eddie House,Miami Heat
1610612748,224,Eddie Jones,Miami Heat
1610612748,1554,Jamal Robinson,Miami Heat
1610612748,896,Tim Hardaway,Miami Heat
1610612748,957,Todd Fuller,Miami Heat
1610612749,1032,Darvin Ham,Milwaukee Bucks
1610612749,911,Ervin Johnson,Milwaukee Bucks
1610612749,299,Glenn Robinson,Milwaukee Bucks
1610612749,679,Jason Caffey,Milwaukee Bucks
1610612749,760,Jerome Kersey,Milwaukee Bucks
1610612749,2038,Joel Przybilla,Milwaukee Bucks
1610612749,283,Lindsey Hunter,Milwaukee Bucks
1610612749,998,Mark Pope,Milwaukee Bucks
1610612749,2072,Michael Redd,Milwaukee Bucks
1610612749,1747,Rafer Alston,Milwaukee Bucks
1610612749,951,Ray Allen,Milwaukee Bucks
1610612749,208,Sam Cassell,Milwaukee Bucks
1610612749,281,Scott Williams,Milwaukee Bucks
1610612749,1501,Tim Thomas,Milwaukee Bucks
1610612750,324,Anthony Peeler,Minnesota Timberwolves
1610612750,1497,Chauncey Billups,Minnesota Timberwolves
1610612750,1051,Dean Garrett,Minnesota Timberwolves
1610612750,708,Kevin Garnett,Minnesota Timberwolves
1610612750,111,LaPhonso Ellis,Minnesota Timberwolves
1610612750,1725,Rasho Nesterovic,Minnesota Timberwolves
1610612750,1073,Reggie Slater,Minnesota Timberwolves
1610612750,1734,Sam Jacobson,Minnesota Timberwolves
1610612750,417,Sam Mitchell,Minnesota Timberwolves
1610612750,210,Terrell Brandon,Minnesota Timberwolves
1610612750,103,Todd Day,Minnesota Timberwolves
1610612750,67,Tom Hammonds,Minnesota Timberwolves
1610612750,1887,Wally Szczerbiak,Minnesota Timberwolves
1610612750,1895,William Avery,Minnesota Timberwolves
1610612752,275,Allan Houston,New York Knicks
1610612752,369,Charlie Ward,New York Knicks
1610612752,164,Chris Childs,New York Knicks
1610612752,1065,Erick Strickland,New York Knicks
1610612752,280,Felton Spencer,New York Knicks
1610612752,779,Glen Rice,New York Knicks
1610612752,703,Kurt Thomas,New York Knicks
1610612752,913,Larry Johnson,New York Knicks
1610612752,84,Latrell Sprewell,New York Knicks
1610612752,2068,Lavor Postell,New York Knicks
1610612752,26,Luc Longley,New York Knicks
1610612752,948,Marcus Camby,New York Knicks
1610612752,1594,Rick Brunson,New York Knicks
1610612752,969,Travis Knight,New York Knicks
1610612760,699,Brent Barry,Oklahoma City Thunder
1610612760,2046,Desmond Mason,Oklahoma City Thunder
1610612760,1023,Emanual Davis,Oklahoma City Thunder
1610612760,56,Gary Payton,Oklahoma City Thunder
1610612760,1741,Jelani McCoy,Oklahoma City Thunder
1610612760,121,Patrick Ewing,Oklahoma City Thunder
1610612760,442,Pervis Ellison,Oklahoma City Thunder
1610612760,1740,Rashard Lewis,Oklahoma City Thunder
1610612760,1739,Ruben Patterson,Oklahoma City Thunder
1610612760,2106,Ruben Wolkowyski,Oklahoma City Thunder
1610612760,1742,Shammond Williams,Oklahoma City Thunder
1610612760,452,Vin Baker,Oklahoma City Thunder
1610612753,692,Andrew DeClercq,Orlando Magic
1610612753,448,Bo Outlaw,Orlando Magic
1610612753,353,Darrell Armstrong,Orlando Magic
1610612753,690,Don Reid,Orlando Magic
1610612753,386,Elliot Perry,Orlando Magic
1610612753,255,Grant Hill,Orlando Magic
1610612753,680,John Amaechi,Orlando Magic
1610612753,1720,Michael Doleac,Orlando Magic
1610612753,2034,Mike Miller,Orlando Magic
1610612753,42,Monty Williams,Orlando Magic
1610612753,1727,Pat Garrity,Orlando Magic
1610612753,1503,Tracy McGrady,Orlando Magic
1610612753,1607,Troy Hudson,Orlando Magic
1610612755,243,Aaron McKie,Philadelphia 76ers
1610612755,947,Allen Iverson,Philadelphia 76ers
1610612755,727,Eric Snow,Philadelphia 76ers
1610612755,248,George Lynch,Philadelphia 76ers
1610612755,1908,Jumaine Jones,Philadelphia 76ers
1610612755,761,Matt Geiger,Philadelphia 76ers
1610612755,1737,Nazr Mohammed,Philadelphia 76ers
1610612755,2143,Pepe Sanchez,Philadelphia 76ers
1610612755,689,Theo Ratliff,Philadelphia 76ers
1610612755,1928,Todd MacCulloch,Philadelphia 76ers
1610612755,389,Toni Kukoc,Philadelphia 76ers
1610612755,238,Tyrone Hill,Philadelphia 76ers
1610612755,137,Vernon Maxwell,Philadelphia 76ers
1610612756,201,Chris Dudley,Phoenix Suns
1610612756,361,Clifford Robinson,Phoenix Suns
1610612756,916,Corie Blount,Phoenix Suns
1610612756,2091,Daniel Santiago,Phoenix Suns
1610612756,2054,Jake Tsakalidis,Phoenix Suns
1610612756,467,Jason Kidd,Phoenix Suns
1610612756,53,Mario Elie,Phoenix Suns
1610612756,2101,Paul McPherson,Phoenix Suns
1610612756,915,Rodney Rogers,Phoenix Suns
1610612756,2092,Ruben Garces,Phoenix Suns
1610612756,1890,Shawn Marion,Phoenix Suns
1610612756,339,Tom Gugliotta,Phoenix Suns
1610612756,960,Tony Delk,Phoenix Suns
1610612757,176,Antonio Harvey,Portland Trail Blazers
1610612757,717,Arvydas Sabonis,Portland Trail Blazers
1610612757,1719,Bonzi Wells,Portland Trail Blazers
1610612757,905,Dale Davis,Portland Trail Blazers
1610612757,757,Damon Stoudamire,Portland Trail Blazers
1610612757,2057,Erick Barkley,Portland Trail Blazers
1610612757,21,Greg Anthony,Portland Trail Blazers
1610612757,739,Rasheed Wallace,Portland Trail Blazers
1610612757,937,Scottie Pippen,Portland Trail Blazers
1610612757,431,Shawn Kemp,Portland Trail Blazers
1610612757,278,Stacey Augmon,Portland Trail Blazers
1610612757,120,Steven Smith,Portland Trail Blazers
1610612757,781,Will Perdue,Portland Trail Blazers
1610612758,1517,Bobby Jackson,Sacramento Kings
1610612758,185,Chris Webber,Sacramento Kings
1610612758,239,Darrick Martin,Sacramento Kings
1610612758,57,Doug Christie,Sacramento Kings
1610612758,2045,Hedo Turkoglu,Sacramento Kings
1610612758,1715,Jason Williams,Sacramento Kings
1610612758,468,Jon Barry,Sacramento Kings
1610612758,1444,Lawrence Funderburke,Sacramento Kings
1610612758,98,Nick Anderson,Sacramento Kings
1610612758,978,Peja Stojakovic,Sacramento Kings
1610612758,1513,Scot Pollard,Sacramento Kings
1610612758,124,Vlade Divac,Sacramento Kings
1610612759,1498,Antonio Daniels,San Antonio Spurs
1610612759,422,Avery Johnson,San Antonio Spurs
1610612759,198,Danny Ferry,San Antonio Spurs
1610612759,764,David Robinson,San Antonio Spurs
1610612759,1507,Derek Anderson,San Antonio Spurs
1610612759,1956,Ira Newble,San Antonio Spurs
1610612759,1114,Jaren Jackson,San Antonio Spurs
1610612759,990,Malik Rose,San Antonio Spurs
1610612759,955,Samaki Walker,San Antonio Spurs
1610612759,251,Sean Elliott,San Antonio Spurs
1610612759,70,Steve Kerr,San Antonio Spurs
1610612759,345,Terry Porter,San Antonio Spurs
1610612759,1495,Tim Duncan,San Antonio Spurs
1610612761,1541,Alvin Williams,Toronto Raptors
1610612761,213,Antonio Davis,Toronto Raptors
1610612761,891,Charles Oakley,Toronto Raptors
1610612761,722,Corliss Williamson,Toronto Raptors
1610612761,209,Dell Curry,Toronto Raptors
1610612761,2123,Garth Joseph,Toronto Raptors
1610612761,788,Kevin Willis,Toronto Raptors
1610612761,1600,Kornel David,Toronto Raptors
1610612761,349,Mark Jackson,Toronto Raptors
1610612761,1565,Michael Stewart,Toronto Raptors
1610612761,2050,Morris Peterson,Toronto Raptors
1610612761,177,Muggsy Bogues,Toronto Raptors
1610612761,895,Tyrone Corbin,Toronto Raptors
1610612761,1713,Vince Carter,Toronto Raptors
1610612762,935,Bryon Russell,Utah Jazz
1610612762,330,Danny Manning,Utah Jazz
1610612762,128,David Benoit,Utah Jazz
1610612762,2052,DeShawn Stevenson,Utah Jazz
1610612762,923,Donyell Marshall,Utah Jazz
1610612762,731,Greg Ostertag,Utah Jazz
1610612762,1521,Jacque Vaughn,Utah Jazz
1610612762,317,John Starks,Utah Jazz
1610612762,304,John Stockton,Utah Jazz
1610612762,252,Karl Malone,Utah Jazz
1610612762,178,Olden Polynice,Utah Jazz
1610612762,1900,Quincy Lewis,Utah Jazz
1610612764,1916,Calvin Booth,Washington Wizards
1610612764,685,Cherokee Parks,Washington Wizards
1610612764,43,Chris Whitney,Washington Wizards
1610612764,1732,Felipe Lopez,Washington Wizards
1610612764,1562,Gerard King,Washington Wizards
1610612764,1751,Jahidi White,Washington Wizards
1610612764,436,Juwan Howard,Washington Wizards
1610612764,63,Michael Smith,Washington Wizards
1610612764,782,Mitch Richmond,Washington Wizards
1610612764,1918,Obinna Ekezie,Washington Wizards
1610612764,1888,Richard Hamilton,Washington Wizards
1610612764,393,Rod Strickland,Washington Wizards
