player_id,player_name,impact_per_60_sec
937,Scottie Pippen,-0.0219058050383351
251,Sean Elliott,0.0094036129670873
399,Sean Rooks,-0.0077098800685322
1742,Shammond Williams,-0.0039592760180995
1000,Shandon Anderson,0.0083260297984224
406,Shaquille O'Neal,0.0267665952890792
949,Shareef Abdur-Rahim,0.0042105263157894
762,Shawn Bradley,-0.018186475409836
431,Shawn Kemp,-0.0040675844806007
1890,Shawn Marion,0.0204168438962143
428,Sherman Douglas,-0.0909090909090909
2066,Soumaila Samake,0.021172638436482
278,Stacey Augmon,0.0252770083102493
1536,Stephen Jackson,0.0066882416396979
950,Stephon Marbury,-0.0435684647302904
1883,Steve Francis,0.0076788830715532
70,Steve Kerr,-0.0521920668058455
959,Steve Nash,-0.011033681765389
120,Steven Smith,0.011646373742721
2031,Stromile Swift,-0.0430686406460296
1505,Tariq Abdul-Wahad,-0.0224159402241594
2121,Terrance Roberson,-0.0305343511450381
210,Terrell Brandon,0.0021945866861741
426,Terry Davis,-0.01015625
371,Terry Mills,-0.1373390557939914
345,Terry Porter,-0.0286054827175208
689,Theo Ratliff,0.003665444851716
1495,Tim Duncan,0.0034036759700476
896,Tim Hardaway,-0.024670353041259
1906,Tim James,-0.0116550116550116
1501,Tim Thomas,-0.0073714839961202
103,Todd Day,0.016270337922403
957,Todd Fuller,-0.0448717948717948
1928,Todd MacCulloch,0.011783189316575
339,Tom Gugliotta,0.0111111111111111
67,Tom Hammonds,-0.0684931506849315
389,Toni Kukoc,0.0034752389226759
1499,Tony Battie,-0.0212914485165794
960,Tony Delk,0.014336917562724
763,Tony Massenburg,0.0
1503,Tracy McGrady,-0.001098659635245
145,Tracy Murray,0.0151371807000946
1892,Trajan Langdon,0.0124816446402349
696,Travis Best,-0.028169014084507
969,Travis Knight,-0.0068493150684931
1607,Troy Hudson,0.0034462952326249
895,Tyrone Corbin,0.0050568900126422
238,Tyrone Hill,-0.0030052592036063
1838,Tyrone Nesby,-0.0163893091275844
1731,Tyronn Lue,-0.0117011701170117
721,Tyus Edney,0.037037037037037
137,Vernon Maxwell,0.0100187852222917
452,Vin Baker,0.0240625
1713,Vince Carter,0.0329421453572163
219,Vinny Del Negro,-0.0164520743919885
958,Vitaly Potapenko,0.0073863636363636
124,Vlade Divac,-0.0091743119266055
1907,Vonteego Cummings,0.0
702,Voshon Lenard,0.0255183413078149
1887,Wally Szczerbiak,0.002985965959988
1005,Walt Williams,-0.0115284492376348
962,Walter McCarty,-0.017910447761194
445,Wesley Person,0.0077871512005191
781,Will Perdue,-0.0393258426966292
1895,William Avery,-0.007183908045977
440,Zan Tabak,-0.0016227180527383
1985,Zendon Hamilton,-0.0029940119760479
980,Zydrunas Ilgauskas,-0.0071428571428571
