home_lineup_tuple,away_lineup_tuple,total_home_points,total_away_points,total_duration,total_stints,net_points,net_per_60
"('1499', '179', '1914', '2040', '713')","('1005', '1508', '165', '1749', '1883')",0,7,21,1,-7,-20.0
"('1499', '179', '1914', '2040', '962')","('1005', '1508', '1749', '1903', '2061')",1,3,17,1,-2,-7.0588235294117645
"('1499', '179', '2040', '677', '72')","('1541', '1713', '2050', '722', '788')",2,0,19,2,2,6.315789473684211
"('1499', '179', '677', '72', '952')","('1541', '1713', '2050', '722', '788')",0,0,1,1,0,0.0
"('1499', '179', '677', '77', '958')","('103', '1887', '210', '324', '67')",0,0,4,1,0,0.0
"('1499', '179', '77', '958', '962')","('103', '1887', '210', '324', '67')",14,10,54,4,4,4.444444444444445
"('1499', '1914', '677', '958', '962')","('103', '1051', '1887', '210', '324')",10,9,38,3,1,1.5789473684210527
"('1499', '677', '753', '958', '962')","('103', '1051', '1887', '210', '324')",10,4,22,3,6,16.363636363636363
"('1499', '677', '77', '958', '962')","('103', '1051', '1887', '210', '324')",0,3,13,1,-3,-13.846153846153847
"('1499', '677', '77', '958', '962')","('103', '1887', '210', '324', '67')",0,0,5,1,0,0.0
"('15', '1709', '1730', '1838', '1885')","('1074', '1728', '1891', '2035', '673')",3,9,37,5,-6,-9.72972972972973
"('15', '1709', '1730', '1838', '1885')","('1521', '178', '252', '304', '317')",-86,-67,48,3,-19,-23.75
"('15', '1709', '1730', '1838', '1885')","('275', '369', '84', '913', '948')",-93,-69,47,2,-24,-30.638297872340424
"('15', '1709', '1730', '1838', '1894')","('1074', '1728', '1891', '2035', '673')",2,1,14,2,1,4.285714285714286
"('15', '1709', '1730', '1885', '2039')","('1521', '178', '2052', '304', '317')",0,0,15,1,0,0.0
"('15', '1709', '1730', '1894', '399')","('458', '714', '762', '93', '959')",5,11,30,2,-6,-12.0
"('15', '1709', '1838', '1885', '1894')","('1536', '1563', '2030', '29', '383')",5,1,12,1,4,20.0
"('15', '1709', '1838', '1885', '400')","('1074', '1728', '1891', '2035', '673')",6,6,28,1,0,0.0
"('15', '1709', '1838', '1885', '400')","('275', '369', '84', '913', '948')",2,4,15,1,-2,-8.0
"('15', '1709', '1838', '1885', '976')","('1521', '178', '2052', '304', '317')",0,3,32,3,-3,-5.625
"('15', '1709', '1838', '1894', '2032')","('2058', '2130', '216', '270', '296')",4,0,9,1,4,26.666666666666664
"('15', '1709', '1838', '1894', '2047')","('1536', '1563', '2030', '29', '383')",3,4,29,2,-1,-2.0689655172413794
"('15', '1709', '1838', '1985', '2032')","('121', '1740', '2106', '56', '699')",4,6,30,3,-2,-4.0
"('15', '1709', '1838', '2032', '2039')","('121', '1740', '2106', '56', '699')",0,2,8,1,-2,-15.0
"('15', '1709', '1838', '2032', '399')","('216', '270', '296', '375', '406')",0,0,6,1,0,0.0
"('15', '1709', '1838', '2032', '400')","('1074', '1728', '1891', '2035', '673')",2,0,4,1,2,30.0
"('15', '1709', '1838', '399', '400')","('216', '270', '296', '375', '406')",2,0,17,2,2,7.0588235294117645
"('15', '1709', '1885', '1894', '2032')","('1904', '2058', '2130', '216', '270')",5,8,22,2,-3,-8.181818181818182
"('15', '1709', '1885', '1894', '2032')","('2058', '2130', '216', '270', '296')",8,6,43,4,2,2.7906976744186047
"('15', '1709', '1885', '1894', '2039')","('164', '703', '779', '84', '948')",2,2,9,1,0,0.0
"('15', '1709', '1885', '2032', '2039')","('2130', '270', '296', '323', '375')",1,10,36,1,-9,-15.0
"('15', '1709', '1885', '2032', '2039')","('216', '270', '296', '375', '406')",2,0,15,1,2,8.0
"('15', '1709', '1885', '2032', '399')","('1425', '1536', '1563', '1915', '2030')",3,6,36,2,-3,-5.0
"('15', '1709', '1885', '2032', '399')","('1502', '1531', '2084', '219', '228')",0,0,5,1,0,0.0
"('15', '1709', '1885', '2039', '399')","('168', '1712', '1716', '682', '956')",2,3,16,1,-1,-3.75
"('15', '1709', '1885', '399', '976')","('1502', '1712', '1716', '219', '228')",10,4,25,1,6,14.399999999999999
"('15', '1709', '1894', '2032', '2039')","('1502', '1531', '2084', '219', '228')",7,8,30,2,-1,-2.0
"('15', '1709', '1894', '2032', '399')","('1502', '1531', '2084', '219', '228')",1,0,3,1,1,20.0
"('15', '1709', '2032', '2039', '400')","('1425', '1536', '1563', '1915', '2030')",0,0,18,1,0,0.0
"('15', '1709', '2032', '2039', '400')","('1536', '1915', '2030', '29', '950')",4,0,10,1,4,24.0
"('15', '1709', '2039', '2047', '399')","('1502', '1712', '1716', '219', '228')",1,6,22,2,-5,-13.636363636363637
"('15', '1709', '2039', '2047', '399')","('168', '1712', '1716', '682', '956')",5,2,20,2,3,9.0
"('15', '1730', '1838', '1885', '1894')","('1521', '2052', '252', '304', '317')",1,5,28,2,-4,-8.571428571428571
"('15', '1730', '1838', '1885', '2039')","('1521', '178', '252', '304', '317')",6,5,33,2,1,1.8181818181818183
"('15', '1730', '1838', '1885', '399')","('1521', '178', '252', '304', '317')",6,6,32,2,0,0.0
"('15', '1730', '1838', '1894', '2039')","('1521', '178', '2052', '304', '317')",3,1,17,1,2,7.0588235294117645
"('15', '1730', '1838', '1894', '2039')","('1521', '1900', '2052', '304', '330')",2,1,13,1,1,4.615384615384616
"('15', '1730', '1838', '1894', '2039')","('1521', '1900', '2052', '304', '731')",8,4,32,3,4,7.5
"('15', '1730', '1838', '1894', '2039')","('1521', '2052', '252', '304', '317')",2,1,11,1,1,5.454545454545455
"('15', '1730', '1838', '1894', '2039')","('1521', '2052', '304', '317', '731')",5,3,25,2,2,4.8
"('15', '1730', '1838', '1894', '399')","('1521', '178', '2052', '304', '317')",1,2,8,2,-1,-7.5
"('15', '1730', '1838', '1894', '399')","('1521', '1900', '2052', '252', '304')",4,6,20,1,-2,-6.0
"('15', '1730', '1838', '1894', '399')","('1521', '2052', '252', '304', '317')",0,3,15,2,-3,-12.0
"('15', '1730', '1838', '1894', '399')","('164', '275', '703', '84', '948')",0,0,10,1,0,0.0
"('15', '1730', '1885', '1894', '399')","('164', '703', '779', '84', '948')",2,0,8,1,2,15.0
"('15', '1730', '1885', '2039', '2047')","('1521', '178', '252', '304', '317')",8,8,20,1,0,0.0
"('15', '1730', '1885', '2039', '2047')","('1717', '1761', '2042', '363', '458')",0,0,4,1,0,0.0
"('15', '1730', '1885', '2047', '399')","('1717', '1761', '363', '458', '714')",2,5,20,2,-3,-9.0
"('15', '1730', '1885', '2047', '399')","('1717', '1761', '363', '714', '93')",5,2,19,1,3,9.473684210526315
"('15', '1730', '1894', '2032', '399')","('1717', '458', '762', '93', '959')",5,1,18,2,4,13.333333333333332
"('15', '1730', '1894', '2032', '399')","('458', '714', '762', '93', '959')",9,9,42,3,0,0.0
"('15', '1730', '2032', '2047', '399')","('1717', '1761', '714', '762', '93')",2,2,10,1,0,0.0
"('15', '1838', '1885', '1894', '2032')","('1536', '1563', '2030', '29', '383')",0,0,3,1,0,0.0
"('15', '1838', '1885', '1894', '399')","('1521', '178', '2052', '304', '317')",1,1,8,1,0,0.0
"('15', '1838', '1885', '1894', '399')","('1521', '2052', '252', '304', '317')",9,10,63,5,-1,-0.9523809523809523
"('15', '1838', '1885', '1894', '399')","('1536', '1563', '2030', '29', '383')",15,12,64,1,3,2.8125
"('15', '1838', '1885', '1894', '399')","('164', '275', '703', '779', '84')",0,1,4,2,-1,-15.0
"('15', '1838', '1885', '1894', '399')","('164', '275', '703', '84', '948')",6,2,30,2,4,8.0
"('15', '1838', '1885', '1894', '399')","('164', '369', '703', '84', '969')",0,0,3,1,0,0.0
"('15', '1838', '1885', '1985', '2032')","('1023', '121', '1739', '1740', '699')",3,5,49,2,-2,-2.4489795918367343
"('15', '1838', '1885', '1985', '2047')","('1023', '121', '1739', '1740', '699')",13,9,59,2,4,4.067796610169491
"('15', '1838', '1885', '2032', '2039')","('1890', '2091', '339', '361', '467')",27,20,123,3,7,3.4146341463414633
"('15', '1838', '1885', '2032', '2039')","('1890', '2091', '339', '467', '915')",6,6,25,2,0,0.0
"('15', '1838', '1885', '2032', '976')","('1074', '1544', '1891', '2035', '673')",4,4,13,1,0,0.0
"('15', '1838', '1885', '399', '976')","('1521', '178', '2052', '304', '317')",14,10,80,4,4,3.0
"('15', '1838', '1894', '2032', '2039')","('2058', '2130', '216', '270', '296')",0,5,14,1,-5,-21.42857142857143
"('15', '1838', '1894', '2047', '399')","('1536', '1563', '2030', '29', '383')",8,3,25,2,5,12.0
"('15', '1838', '2032', '2039', '399')","('1890', '2091', '339', '467', '915')",0,2,8,1,-2,-15.0
"('15', '1838', '2032', '2039', '399')","('2091', '339', '361', '467', '915')",6,4,43,2,2,2.7906976744186047
"('15', '1838', '2032', '2047', '399')","('1074', '1544', '1891', '2035', '673')",0,2,7,1,-2,-17.142857142857142
"('15', '1838', '2032', '399', '400')","('1074', '1544', '1891', '2035', '673')",9,9,40,2,0,0.0
"('15', '1838', '2032', '399', '400')","('1074', '1728', '1891', '2035', '673')",13,3,40,4,10,15.0
"('15', '1885', '1894', '2032', '2047')","('1000', '1508', '1749', '1883', '672')",1,0,16,1,1,3.75
"('15', '1885', '1894', '2039', '399')","('164', '703', '779', '84', '948')",11,10,50,4,1,1.2
"('15', '1885', '1894', '2047', '399')","('1536', '1563', '2030', '29', '383')",2,2,11,1,0,0.0
"('15', '1885', '1894', '399', '400')","('164', '275', '703', '779', '948')",7,8,39,1,-1,-1.5384615384615383
"('15', '1885', '1894', '399', '400')","('164', '703', '779', '84', '948')",0,0,8,1,0,0.0
"('15', '1885', '1894', '399', '976')","('164', '703', '779', '84', '948')",6,5,31,1,1,1.935483870967742
"('15', '1885', '1985', '2032', '2039')","('1023', '1740', '1741', '2106', '56')",2,4,32,1,-2,-3.75
"('15', '1885', '1985', '2032', '2039')","('1023', '1740', '1741', '56', '699')",0,0,2,1,0,0.0
"('15', '1885', '1985', '2032', '2047')","('1023', '121', '1739', '1740', '1741')",2,2,12,1,0,0.0
"('15', '1885', '1985', '2032', '2047')","('1023', '121', '1739', '1741', '56')",0,3,7,1,-3,-25.71428571428571
"('15', '1885', '1985', '2032', '2047')","('1023', '121', '1739', '2106', '56')",1,2,4,1,-1,-15.0
"('15', '1885', '2032', '2039', '2047')","('1074', '1544', '1728', '1891', '673')",14,14,36,1,0,0.0
"('15', '1885', '2032', '2039', '2047')","('1074', '1544', '1891', '2035', '673')",10,7,37,2,3,4.864864864864865
"('15', '1885', '2032', '2047', '399')","('1000', '1508', '165', '1749', '1883')",3,0,10,1,3,18.0
"('15', '1885', '2032', '2047', '399')","('1074', '1544', '1891', '2035', '673')",7,1,15,1,6,24.0
"('15', '1885', '2032', '2047', '976')","('1074', '1544', '1891', '2035', '673')",5,2,16,1,3,11.25
"('15', '1885', '2032', '399', '976')","('1000', '1508', '165', '1749', '1883')",3,6,26,1,-3,-6.923076923076923
"('15', '1885', '2039', '2047', '399')","('1536', '1563', '2030', '29', '383')",6,13,48,2,-7,-8.75
"('15', '1885', '2039', '2047', '400')","('1536', '1563', '1915', '2030', '383')",6,4,35,2,2,3.4285714285714284
"('15', '1885', '2047', '399', '400')","('275', '369', '84', '913', '948')",5,0,23,1,5,13.043478260869565
"('15', '1885', '2047', '399', '976')","('1000', '1005', '1508', '165', '1883')",0,1,13,3,-1,-4.615384615384616
"('15', '1885', '2047', '399', '976')","('1000', '1005', '165', '1883', '1903')",3,2,15,1,1,4.0
"('15', '1894', '2032', '2039', '399')","('2058', '2130', '216', '270', '296')",1,4,17,2,-3,-10.588235294117649
"('15', '1894', '2032', '399', '976')","('2058', '2130', '216', '270', '296')",4,2,18,3,2,6.666666666666666
"('15', '1985', '2032', '2039', '2047')","('1023', '1739', '1741', '2106', '56')",0,0,3,1,0,0.0
"('15', '1985', '2032', '2047', '976')","('1023', '1739', '1741', '2106', '56')",3,1,24,2,2,5.0
"('15', '2032', '2039', '2047', '399')","('1000', '165', '1749', '1883', '1903')",0,4,14,2,-4,-17.142857142857142
"('15', '2032', '2039', '2047', '399')","('1000', '1749', '1883', '1903', '983')",6,0,19,2,6,18.94736842105263
"('15', '2032', '2039', '2047', '399')","('1000', '1749', '1903', '672', '983')",9,2,24,1,7,17.5
"('15', '2032', '2047', '399', '976')","('1000', '1005', '165', '1883', '1903')",20,9,68,2,11,9.705882352941178
"('15', '2032', '2047', '399', '976')","('1000', '1508', '165', '1749', '1883')",0,4,24,2,-4,-10.0
"('15', '2032', '2047', '399', '976')","('1000', '165', '1749', '1883', '1903')",1,7,22,2,-6,-16.363636363636363
"('15', '2032', '2047', '399', '976')","('2058', '2130', '216', '270', '296')",12,13,54,3,-1,-1.1111111111111112
"('1500', '1724', '1802', '1882', '1897')","('1732', '1751', '1918', '393', '436')",-97,-72,54,1,-25,-27.77777777777778
"('1500', '1724', '1802', '1882', '2062')","('1444', '1517', '185', '57', '978')",0,4,10,1,-4,-24.0
"('1500', '1724', '1802', '1882', '697')","('124', '1444', '239', '57', '98')",6,5,22,1,1,2.7272727272727275
"('1500', '1724', '1802', '1882', '697')","('1444', '1513', '239', '57', '98')",0,5,16,1,-5,-18.75
"('1500', '1724', '1802', '1882', '697')","('1513', '1517', '185', '57', '978')",4,0,16,2,4,15.0
"('1500', '1724', '1802', '1882', '697')","('1513', '1517', '185', '57', '98')",0,0,6,1,0,0.0
"('1500', '1724', '1802', '1882', '697')","('1513', '185', '239', '57', '98')",2,0,11,1,2,10.90909090909091
"('1500', '1724', '1802', '1897', '1913')","('1536', '1915', '2066', '271', '29')",0,0,1,1,0,0.0
"('1500', '1724', '1802', '1897', '1913')","('1915', '2030', '271', '29', '383')",11,6,20,1,5,15.0
"('1500', '1724', '1802', '1913', '697')","('1732', '1918', '43', '436', '782')",0,2,11,1,-2,-10.90909090909091
"('1500', '1724', '1882', '1897', '1913')","('1562', '1732', '1918', '43', '436')",0,2,17,1,-2,-7.0588235294117645
"('1500', '1724', '1882', '1897', '1913')","('1562', '1732', '1918', '436', '782')",2,4,11,1,-2,-10.90909090909091
"('1500', '1724', '1882', '1913', '697')","('1562', '1751', '1888', '1918', '393')",0,0,4,1,0,0.0
"('1500', '1724', '1882', '2033', '2062')","('1444', '1517', '185', '57', '978')",0,0,2,1,0,0.0
"('1500', '1724', '1882', '2033', '2062')","('1444', '185', '468', '57', '978')",10,12,28,2,-2,-4.285714285714286
"('1500', '1736', '1882', '1913', '2037')","('103', '111', '210', '324', '417')",4,10,45,3,-6,-8.0
"('1500', '1736', '1882', '1913', '2037')","('111', '1497', '1887', '324', '417')",0,2,4,1,-2,-30.0
"('1500', '1736', '1882', '1913', '2037')","('111', '1497', '210', '324', '417')",1,2,16,1,-1,-3.75
"('1500', '1736', '1882', '1913', '2037')","('1497', '1725', '210', '324', '417')",4,2,23,1,2,5.217391304347826
"('1500', '1736', '1882', '1913', '2037')","('1887', '210', '324', '417', '708')",4,6,23,1,-2,-5.217391304347826
"('1500', '1736', '1882', '1913', '2053')","('111', '1497', '1887', '324', '417')",0,0,4,1,0,0.0
"('1500', '1802', '1882', '1897', '1913')","('1562', '1732', '1918', '436', '782')",2,6,13,1,-4,-18.461538461538463
"('1500', '1802', '1882', '1897', '2064')","('1732', '1751', '1918', '393', '436')",2,1,9,1,1,6.666666666666666
"('1500', '1802', '1882', '1913', '697')","('1562', '1732', '1918', '436', '782')",1,1,9,1,0,0.0
"('1500', '1802', '1882', '2062', '697')","('1444', '1517', '185', '57', '978')",18,17,100,5,1,0.6
"('1500', '1802', '1882', '2062', '697')","('1444', '185', '239', '57', '978')",0,0,1,1,0,0.0
"('1500', '1802', '1882', '2064', '697')","('124', '1444', '239', '57', '98')",3,4,9,1,-1,-6.666666666666666
"('1500', '1802', '1882', '2064', '697')","('124', '1517', '185', '57', '978')",1,0,6,1,1,10.0
"('1500', '1802', '1882', '2064', '697')","('1513', '1517', '185', '57', '978')",0,0,7,1,0,0.0
"('1500', '1802', '1897', '1913', '2033')","('1425', '2030', '271', '29', '383')",3,5,10,1,-2,-12.0
"('1500', '1802', '1897', '1913', '2062')","('1425', '1536', '2030', '29', '383')",3,0,11,1,3,16.363636363636363
"('1500', '1802', '1897', '1913', '2062')","('1425', '2030', '271', '29', '383')",13,10,79,7,3,2.278481012658228
"('1500', '1802', '1897', '1913', '697')","('1425', '1536', '2030', '29', '383')",0,0,8,1,0,0.0
"('1500', '1882', '1897', '1913', '2033')","('1425', '1536', '1915', '2030', '271')",-66,-64,127,9,-2,-0.9448818897637795
"('1500', '1882', '1897', '1913', '2033')","('1562', '1732', '1751', '1918', '43')",6,2,16,2,4,15.0
"('1500', '1882', '1897', '1913', '2033')","('1713', '2050', '213', '349', '722')",29,39,146,8,-10,-4.10958904109589
"('1500', '1882', '1897', '1913', '2033')","('1713', '2050', '213', '349', '788')",6,0,16,2,6,22.5
"('1500', '1882', '1897', '1913', '2033')","('1713', '2050', '213', '349', '891')",2,1,9,1,1,6.666666666666666
"('1500', '1882', '1897', '1913', '2033')","('1713', '2050', '349', '788', '891')",6,9,32,3,-3,-5.625
"('1500', '1882', '1897', '1913', '2033')","('1713', '213', '349', '722', '891')",-79,-66,91,4,-13,-8.571428571428571
"('1500', '1882', '1897', '1913', '2062')","('1444', '1517', '185', '468', '57')",2,4,9,1,-2,-13.333333333333332
"('1500', '1882', '1897', '1913', '2062')","('1444', '1517', '185', '468', '978')",2,0,6,1,2,20.0
"('1500', '1882', '1897', '1913', '2062')","('1444', '1517', '185', '57', '978')",1,2,4,1,-1,-15.0
"('1500', '1882', '1897', '1913', '2062')","('1503', '1720', '1727', '2034', '353')",3,7,17,2,-4,-14.117647058823529
"('1500', '1882', '1897', '1913', '2062')","('1503', '1720', '1727', '353', '386')",6,6,43,3,0,0.0
"('1500', '1882', '1897', '1913', '2062')","('1503', '1720', '2034', '386', '42')",2,2,13,1,0,0.0
"('1500', '1882', '1897', '1913', '2064')","('124', '1517', '185', '57', '978')",-84,-91,47,1,7,8.936170212765957
"('1500', '1882', '1897', '1913', '2064')","('1503', '1720', '1727', '353', '386')",15,10,68,4,5,4.411764705882353
"('1500', '1882', '1897', '1913', '2064')","('1503', '1720', '2034', '353', '42')",3,0,12,1,3,15.0
"('1500', '1882', '1897', '1913', '2064')","('1503', '1720', '353', '386', '448')",3,2,17,1,1,3.5294117647058822
"('1500', '1882', '1897', '1913', '2064')","('1503', '2034', '353', '42', '448')",-82,-104,79,3,22,16.70886075949367
"('1500', '1882', '1897', '1913', '2064')","('1503', '353', '386', '448', '680')",0,3,7,1,-3,-25.71428571428571
"('1500', '1882', '1897', '1913', '2064')","('1732', '1751', '1918', '393', '436')",8,6,32,2,2,3.75
"('1500', '1882', '1897', '1913', '2064')","('1751', '1888', '1918', '43', '436')",0,2,16,1,-2,-7.5
"('1500', '1882', '1897', '1913', '697')","('1425', '1536', '1915', '2030', '383')",3,0,10,1,3,18.0
"('1500', '1882', '1897', '1913', '697')","('1425', '1536', '2030', '29', '383')",0,0,8,1,0,0.0
"('1500', '1882', '1913', '2033', '2062')","('1503', '1720', '2034', '386', '42')",10,8,37,4,2,3.2432432432432434
"('1500', '1882', '1913', '2033', '2064')","('1562', '1732', '1888', '1918', '43')",4,8,60,3,-4,-4.0
"('1500', '1882', '1913', '2033', '697')","('1425', '1536', '1915', '2030', '271')",0,0,5,1,0,0.0
"('1500', '1882', '1913', '2037', '697')","('1562', '1732', '1751', '1918', '393')",0,0,9,1,0,0.0
"('1500', '1882', '1913', '2037', '697')","('1732', '1751', '1918', '393', '436')",3,4,16,1,-1,-3.75
"('1500', '1882', '1913', '2037', '697')","('1751', '1888', '1918', '393', '436')",4,4,25,2,0,0.0
"('1500', '1882', '1913', '2062', '697')","('1503', '1720', '1727', '353', '386')",8,14,75,4,-6,-4.8
"('1500', '1882', '1913', '2064', '697')","('124', '1517', '185', '57', '978')",6,12,34,1,-6,-10.588235294117649
"('1500', '1882', '1913', '2064', '697')","('1503', '353', '386', '448', '680')",0,0,6,1,0,0.0
"('1500', '1882', '1913', '2064', '697')","('1562', '1732', '1751', '1918', '393')",7,7,51,2,0,0.0
"('1500', '1882', '1913', '2064', '697')","('1562', '1732', '1751', '1918', '43')",3,4,10,1,-1,-6.0
"('1500', '1882', '1913', '2064', '697')","('1562', '1732', '1918', '43', '685')",2,2,21,1,0,0.0
"('1500', '1882', '1913', '2064', '697')","('1562', '1751', '1888', '1918', '393')",0,0,1,1,0,0.0
"('1500', '1882', '1913', '2064', '697')","('1562', '1751', '1888', '1918', '43')",3,8,38,2,-5,-7.894736842105263
"('1500', '1882', '1913', '2064', '697')","('1751', '1888', '1918', '393', '436')",0,0,1,1,0,0.0
"('1500', '1882', '1913', '2064', '697')","('1751', '1888', '1918', '43', '63')",4,0,7,1,4,34.285714285714285
"('1500', '1882', '2033', '2037', '2062')","('1444', '1517', '185', '57', '978')",8,12,30,1,-4,-8.0
"('1500', '1882', '2033', '2062', '697')","('1444', '1517', '185', '57', '978')",0,2,4,1,-2,-30.0
"('1500', '1882', '2033', '2062', '697')","('1503', '1727', '2034', '353', '448')",1,0,2,1,1,30.0
"('1500', '1913', '2033', '2064', '697')","('1503', '1720', '353', '386', '448')",0,0,5,1,0,0.0
"('1500', '1913', '2033', '2064', '697')","('1503', '353', '386', '448', '680')",5,7,24,1,-2,-5.0
"('1501', '1747', '2038', '2072', '283')","('133', '136', '1924', '1944', '2048')",5,8,28,3,-3,-6.428571428571428
"('1501', '1747', '2072', '283', '679')","('133', '136', '1924', '2048', '695')",2,10,-50,3,-8,9.6
"('1501', '1747', '2072', '283', '911')","('133', '136', '1924', '1944', '2048')",3,3,13,2,0,0.0
"('1501', '1747', '2072', '283', '911')","('133', '136', '1924', '2048', '469')",11,15,77,6,-4,-3.116883116883117
"('1501', '1747', '2072', '283', '998')","('133', '136', '1924', '2048', '469')",11,10,46,2,1,1.3043478260869565
"('1501', '1747', '283', '299', '679')","('120', '1719', '431', '717', '739')",3,4,14,2,-1,-4.285714285714286
"('1501', '1747', '283', '299', '679')","('120', '278', '431', '757', '905')",3,7,15,1,-4,-16.0
"('1501', '1747', '283', '679', '911')","('133', '136', '1924', '2048', '695')",0,3,10,1,-3,-18.0
"('1501', '1747', '299', '679', '951')","('120', '1719', '431', '717', '739')",4,0,19,3,4,12.631578947368421
"('1501', '1747', '299', '679', '998')","('120', '1719', '431', '717', '739')",2,14,-47,3,-12,15.319148936170212
"('1501', '1747', '679', '911', '998')","('120', '278', '431', '757', '905')",2,7,15,2,-5,-20.0
"('1501', '1747', '679', '911', '998')","('120', '278', '717', '739', '757')",0,0,17,2,0,0.0
"('1501', '1747', '679', '951', '998')","('120', '1719', '431', '717', '739')",3,4,38,2,-1,-1.5789473684210527
"('1501', '2038', '2072', '283', '679')","('1499', '1718', '677', '753', '77')",0,4,10,1,-4,-24.0
"('1501', '2038', '208', '283', '299')","('1074', '1544', '1683', '1891', '2069')",-74,-85,58,3,11,11.379310344827585
"('1501', '2038', '208', '283', '679')","('1538', '1714', '1889', '1892', '441')",2,0,6,1,2,20.0
"('1501', '2038', '208', '283', '679')","('1538', '1714', '1892', '441', '980')",4,0,10,2,4,24.0
"('1501', '2038', '208', '283', '679')","('1538', '1889', '1892', '221', '441')",2,5,17,2,-3,-10.588235294117649
"('1501', '2038', '208', '299', '951')","('1051', '1497', '1725', '1887', '324')",-60,-83,82,3,23,16.82926829268293
"('1501', '2038', '283', '299', '911')","('1538', '1714', '1723', '221', '441')",11,2,28,2,9,19.28571428571429
"('1501', '2038', '283', '679', '911')","('1538', '1714', '1723', '441', '980')",3,0,8,1,3,22.5
"('1501', '2038', '283', '679', '911')","('1538', '1714', '1892', '441', '980')",0,4,17,1,-4,-14.117647058823529
"('1501', '2072', '283', '679', '951')","('133', '136', '1924', '2048', '695')",0,6,21,1,-6,-17.142857142857142
"('1501', '208', '281', '283', '299')","('275', '369', '703', '779', '84')",12,14,58,6,-2,-2.0689655172413794
"('1501', '208', '281', '283', '299')","('275', '369', '779', '84', '948')",12,10,35,1,2,3.4285714285714284
"('1501', '208', '281', '283', '679')","('275', '369', '703', '779', '84')",14,11,56,5,3,3.214285714285714
"('1501', '208', '281', '283', '679')","('275', '369', '779', '84', '948')",7,15,41,3,-8,-11.707317073170731
"('1501', '208', '281', '283', '951')","('275', '369', '779', '84', '948')",2,0,3,1,2,40.0
"('1501', '208', '283', '299', '679')","('1074', '1544', '1683', '1891', '2035')",7,0,21,2,7,20.0
"('1501', '208', '283', '299', '679')","('1499', '1718', '179', '677', '753')",-60,-79,66,4,19,17.272727272727273
"('1501', '208', '283', '299', '679')","('1499', '1718', '179', '677', '77')",2,0,10,1,2,12.0
"('1501', '208', '283', '299', '679')","('1538', '1714', '1889', '1892', '221')",0,0,9,1,0,0.0
"('1501', '208', '283', '299', '679')","('1538', '1714', '1892', '221', '441')",7,0,15,1,7,28.0
"('1501', '208', '283', '299', '679')","('1538', '1714', '1892', '221', '902')",9,3,16,1,6,22.5
"('1501', '208', '283', '299', '679')","('1718', '179', '677', '77', '958')",13,3,18,2,10,33.333333333333336
"('1501', '208', '283', '299', '679')","('275', '369', '703', '779', '84')",-68,-61,85,6,-7,-4.9411764705882355
"('1501', '208', '283', '299', '760')","('1499', '1718', '179', '77', '958')",6,8,30,2,-2,-4.0
"('1501', '208', '283', '299', '760')","('1499', '1718', '677', '77', '958')",3,3,14,1,0,0.0
"('1501', '208', '283', '299', '760')","('1718', '179', '677', '77', '958')",6,6,20,2,0,0.0
"('1501', '208', '283', '299', '911')","('1051', '111', '1725', '1887', '324')",4,8,20,1,-4,-12.0
"('1501', '208', '283', '299', '911')","('1051', '111', '1887', '1895', '324')",5,9,21,1,-4,-11.428571428571427
"('1501', '208', '283', '299', '911')","('1051', '1497', '1725', '1887', '1895')",6,14,34,2,-8,-14.117647058823529
"('1501', '208', '283', '299', '911')","('1074', '1544', '1683', '1891', '2069')",21,26,96,9,-5,-3.125
"('1501', '208', '283', '299', '911')","('1074', '1544', '1891', '2069', '754')",5,3,9,1,2,13.333333333333332
"('1501', '208', '283', '299', '911')","('1499', '179', '677', '753', '77')",1,3,16,2,-2,-7.5
"('1501', '208', '283', '299', '951')","('1051', '111', '1725', '1887', '1895')",1,3,28,2,-2,-4.285714285714286
"('1501', '208', '283', '299', '951')","('275', '369', '779', '84', '948')",5,9,46,3,-4,-5.217391304347826
"('1501', '208', '283', '679', '911')","('1074', '1544', '1683', '1891', '2035')",2,4,27,1,-2,-4.444444444444445
"('1501', '208', '283', '679', '911')","('133', '136', '1884', '1924', '2048')",27,25,62,3,2,1.935483870967742
"('1501', '208', '283', '679', '911')","('133', '136', '1924', '2048', '695')",3,6,16,2,-3,-11.25
"('1501', '208', '283', '760', '911')","('1499', '179', '677', '753', '77')",4,5,17,2,-1,-3.5294117647058822
"('1501', '208', '283', '911', '951')","('1051', '1073', '111', '1887', '1895')",0,0,5,1,0,0.0
"('1501', '208', '283', '911', '951')","('1051', '1073', '1887', '1895', '417')",2,0,19,1,2,6.315789473684211
"('1501', '208', '283', '911', '951')","('1051', '111', '1725', '1887', '1895')",7,5,29,2,2,4.137931034482759
"('1501', '208', '299', '679', '760')","('1499', '1718', '677', '77', '958')",2,1,11,2,1,5.454545454545455
"('1501', '208', '299', '679', '760')","('1499', '179', '677', '753', '77')",0,2,7,2,-2,-17.142857142857142
"('1501', '208', '299', '679', '760')","('1499', '179', '677', '77', '958')",18,15,82,2,3,2.195121951219512
"('1501', '208', '299', '679', '760')","('1499', '677', '753', '77', '958')",2,4,10,1,-2,-12.0
"('1501', '208', '299', '679', '911')","('1538', '1714', '1889', '1892', '221')",7,12,29,2,-5,-10.344827586206897
"('1501', '208', '299', '911', '951')","('1051', '1073', '1887', '1895', '417')",2,6,21,2,-4,-11.428571428571427
