home_lineup_tuple,away_lineup_tuple,total_home_points,total_away_points,total_duration,total_stints,net_points,net_per_60
"('1088', '1112', '2043', '376', '711')","('121', '1740', '1741', '2046', '56')",4,0,8,1,4,30.0
"('1088', '1112', '2043', '376', '711')","('121', '1740', '2046', '452', '56')",2,6,12,1,-4,-20.0
"('1088', '1112', '2043', '376', '711')","('121', '1740', '452', '56', '699')",6,2,18,1,4,13.333333333333332
"('1088', '1112', '2043', '688', '966')","('1506', '1886', '365', '397', '64')",5,4,24,2,1,2.5
"('1088', '1112', '2043', '711', '76')","('133', '136', '469', '695', '922')",9,8,35,1,1,1.7142857142857142
"('1088', '1112', '2043', '711', '966')","('1739', '1740', '452', '56', '699')",1,0,6,1,1,10.0
"('1088', '1112', '376', '688', '693')","('1710', '236', '28', '3', '735')",-70,-74,53,1,4,4.528301886792453
"('1088', '1112', '688', '693', '966')","('1710', '236', '28', '3', '735')",5,2,13,1,3,13.846153846153847
"('1088', '146', '1630', '182', '2043')","('133', '1924', '1944', '2048', '695')",3,4,25,1,-1,-2.4
"('1088', '146', '1630', '182', '2043')","('133', '1924', '2048', '469', '695')",8,6,47,3,2,2.5531914893617023
"('1088', '146', '1630', '182', '2043')","('1924', '1944', '2048', '695', '765')",6,2,22,2,4,10.90909090909091
"('1088', '146', '1630', '2043', '376')","('121', '1739', '1741', '56', '699')",4,0,8,1,4,30.0
"('1088', '146', '1630', '2043', '376')","('121', '1740', '1741', '56', '699')",3,0,5,1,3,36.0
"('1088', '146', '1630', '2043', '688')","('1134', '1710', '1800', '236', '28')",8,10,35,3,-2,-3.4285714285714284
"('1088', '146', '1630', '2043', '688')","('1134', '1710', '236', '28', '51')",2,4,27,2,-2,-4.444444444444445
"('1088', '146', '1630', '2043', '688')","('121', '1739', '1740', '452', '56')",2,3,7,1,-1,-8.571428571428571
"('1088', '146', '1630', '2043', '688')","('1710', '1800', '236', '28', '949')",2,5,23,3,-3,-7.826086956521739
"('1088', '146', '1630', '2043', '711')","('1739', '1740', '442', '452', '56')",0,0,1,1,0,0.0
"('1088', '146', '1630', '2043', '76')","('121', '1739', '1740', '452', '56')",0,0,1,1,0,0.0
"('1088', '146', '1630', '2043', '76')","('1506', '1886', '1902', '365', '397')",5,11,30,1,-6,-12.0
"('1088', '146', '1630', '2043', '76')","('1739', '1740', '442', '452', '56')",4,6,29,2,-2,-4.137931034482759
"('1088', '146', '1630', '2043', '76')","('1739', '1741', '452', '56', '699')",4,1,21,1,3,8.571428571428571
"('1088', '146', '1630', '2043', '76')","('1739', '442', '452', '56', '699')",4,7,20,2,-3,-9.0
"('1088', '146', '1630', '2043', '966')","('1134', '1800', '236', '28', '51')",4,6,28,1,-2,-4.285714285714286
"('1088', '146', '1630', '688', '711')","('1710', '1800', '236', '28', '949')",2,3,11,1,-1,-5.454545454545455
"('1088', '146', '1630', '688', '966')","('1134', '1710', '1800', '236', '28')",0,0,2,1,0,0.0
"('1088', '146', '182', '2043', '711')","('133', '136', '2048', '469', '695')",0,0,2,1,0,0.0
"('1088', '146', '182', '2043', '711')","('133', '1924', '2048', '469', '695')",0,0,7,1,0,0.0
"('1088', '146', '182', '2043', '961')","('133', '1924', '1944', '2048', '469')",5,7,33,3,-2,-3.6363636363636367
"('1088', '146', '182', '2043', '961')","('133', '1924', '469', '695', '922')",2,4,27,3,-2,-4.444444444444445
"('1088', '146', '182', '376', '711')","('1513', '1517', '185', '468', '57')",0,2,5,1,-2,-24.0
"('1088', '146', '2043', '693', '966')","('1134', '1800', '236', '28', '3')",4,3,18,1,1,3.333333333333333
"('1088', '146', '2043', '693', '966')","('1134', '1800', '236', '28', '51')",0,2,6,1,-2,-20.0
"('1088', '146', '2043', '711', '961')","('133', '136', '2048', '469', '695')",1,3,15,2,-2,-8.0
"('1088', '146', '2043', '76', '961')","('133', '136', '469', '695', '922')",4,9,33,2,-5,-9.090909090909092
"('1088', '146', '376', '688', '693')","('1134', '1710', '1800', '236', '28')",6,9,16,1,-3,-11.25
"('1088', '146', '376', '688', '693')","('1710', '1800', '236', '28', '735')",3,0,3,1,3,60.0
"('1088', '146', '376', '688', '966')","('1134', '1710', '1800', '236', '28')",2,3,25,1,-1,-2.4
"('1088', '146', '376', '711', '76')","('124', '1513', '1517', '185', '468')",4,2,7,1,2,17.142857142857142
"('1088', '146', '376', '711', '961')","('124', '1444', '1513', '1517', '468')",4,0,14,1,4,17.142857142857142
"('1088', '146', '376', '711', '961')","('124', '1513', '1517', '185', '468')",0,5,21,1,-5,-14.285714285714285
"('1088', '146', '711', '76', '961')","('124', '1513', '1517', '185', '57')",3,0,6,1,3,30.0
"('1088', '146', '711', '76', '966')","('124', '1513', '1517', '185', '468')",2,2,12,1,0,0.0
"('1088', '146', '711', '76', '966')","('124', '1513', '1517', '185', '57')",5,8,26,2,-3,-6.923076923076923
"('1088', '1630', '182', '2043', '966')","('133', '136', '2048', '469', '695')",0,2,12,1,-2,-10.0
"('1088', '1630', '2043', '688', '966')","('1506', '1886', '1902', '365', '397')",1,4,15,1,-3,-12.0
"('1088', '1630', '2043', '688', '966')","('1506', '1886', '365', '397', '64')",0,0,2,1,0,0.0
"('1088', '1630', '2043', '688', '966')","('1740', '2046', '442', '452', '56')",2,2,6,1,0,0.0
"('1088', '1630', '2043', '711', '76')","('133', '136', '469', '695', '922')",6,4,26,3,2,4.615384615384616
"('1088', '1630', '2043', '76', '966')","('1739', '2046', '442', '452', '56')",2,0,13,1,2,9.230769230769232
"('1088', '182', '2043', '961', '966')","('133', '136', '2048', '469', '695')",0,0,1,1,0,0.0
"('1088', '182', '2043', '961', '966')","('133', '1924', '1944', '2048', '469')",0,0,3,1,0,0.0
"('1088', '182', '2043', '961', '966')","('133', '1924', '2048', '469', '695')",5,1,18,1,4,13.333333333333332
"('1088', '182', '2043', '961', '966')","('133', '1924', '469', '695', '922')",0,0,5,1,0,0.0
"('1088', '2043', '376', '688', '966')","('121', '1740', '2046', '452', '56')",2,2,8,1,0,0.0
"('1088', '2043', '376', '711', '966')","('121', '1739', '1740', '452', '56')",7,13,53,3,-6,-6.7924528301886795
"('1088', '2043', '376', '711', '966')","('121', '1740', '2046', '452', '56')",5,3,16,1,2,7.5
"('1088', '2043', '376', '711', '966')","('121', '1740', '452', '56', '699')",17,8,51,2,9,10.588235294117649
"('1088', '2043', '688', '76', '966')","('1506', '1886', '365', '397', '64')",0,1,6,1,-1,-10.0
"('1088', '376', '688', '693', '966')","('1710', '236', '28', '3', '735')",9,5,25,3,4,9.6
"('1088', '688', '693', '711', '966')","('1134', '1800', '2031', '236', '28')",7,8,39,2,-1,-1.5384615384615383
"('109', '166', '1904', '270', '406')","('147', '1506', '1733', '397', '979')",0,0,9,1,0,0.0
"('109', '166', '1904', '270', '406')","('147', '1506', '397', '696', '979')",1,0,6,1,1,10.0
"('109', '166', '1904', '270', '406')","('147', '397', '440', '696', '979')",2,0,10,1,2,12.0
"('109', '166', '2058', '296', '375')","('1005', '1749', '1903', '2044', '672')",10,7,45,4,3,4.0
"('109', '166', '2130', '216', '270')","('1005', '165', '1749', '1903', '672')",1,0,2,1,1,30.0
"('109', '166', '2130', '270', '375')","('1005', '165', '1749', '1903', '672')",6,10,63,5,-4,-3.8095238095238093
"('109', '166', '2130', '375', '406')","('1005', '165', '1749', '1903', '672')",0,0,4,1,0,0.0
"('109', '166', '2130', '375', '406')","('1005', '1749', '1903', '2044', '672')",6,4,26,1,2,4.615384615384616
"('109', '166', '216', '296', '323')","('1005', '1749', '1903', '672', '983')",21,21,88,4,0,0.0
"('109', '166', '216', '296', '375')","('1500', '1736', '1897', '1913', '2033')",0,0,4,1,0,0.0
"('109', '166', '216', '296', '375')","('1500', '1882', '1897', '1913', '2033')",2,4,12,1,-2,-10.0
"('109', '166', '216', '296', '406')","('1005', '1749', '1903', '672', '983')",2,0,14,1,2,8.571428571428571
"('109', '166', '216', '375', '406')","('1500', '1736', '1897', '1913', '2033')",7,2,29,2,5,10.344827586206897
"('109', '166', '270', '296', '977')","('15', '1709', '1730', '1838', '1885')",0,0,3,1,0,0.0
"('109', '166', '296', '375', '406')","('1005', '1749', '1903', '2044', '672')",1,4,17,2,-3,-10.588235294117649
"('109', '1731', '296', '375', '977')","('15', '1730', '1838', '2032', '2047')",5,5,21,2,0,0.0
"('109', '1731', '296', '375', '977')","('15', '1730', '1885', '2032', '2047')",4,4,26,1,0,0.0
"('109', '1904', '2058', '2130', '270')","('103', '1073', '111', '1887', '1895')",0,0,2,1,0,0.0
"('109', '1904', '2058', '2130', '270')","('103', '111', '1887', '1895', '708')",0,2,8,1,-2,-15.0
"('109', '1904', '2058', '2130', '270')","('103', '111', '210', '324', '708')",2,1,7,1,1,8.571428571428571
"('109', '1904', '2058', '2130', '323')","('1502', '1531', '1712', '2084', '219')",2,4,18,1,-2,-6.666666666666666
"('109', '1904', '2058', '2130', '323')","('1531', '168', '1712', '1716', '219')",0,4,8,1,-4,-30.0
"('109', '1904', '2058', '2130', '323')","('1531', '168', '1712', '1716', '956')",4,2,25,1,2,4.8
"('109', '1904', '2058', '2130', '323')","('1531', '168', '1716', '219', '228')",0,2,8,1,-2,-15.0
"('109', '1904', '2058', '2130', '323')","('1531', '168', '2084', '219', '228')",0,0,2,1,0,0.0
"('109', '1904', '2058', '2130', '323')","('1531', '2084', '219', '228', '904')",9,9,40,1,0,0.0
"('109', '1904', '2130', '270', '296')","('1434', '1882', '1897', '2062', '2064')",2,0,9,1,2,13.333333333333332
"('109', '1904', '2130', '270', '296')","('1882', '1897', '2033', '2062', '2064')",3,6,13,1,-3,-13.846153846153847
"('109', '1904', '2130', '270', '375')","('103', '111', '210', '324', '708')",0,0,3,1,0,0.0
"('109', '1904', '2130', '296', '323')","('1434', '1882', '1897', '2062', '2064')",8,8,29,1,0,0.0
"('109', '2058', '2130', '323', '375')","('1502', '1531', '1712', '2084', '219')",4,6,31,2,-2,-3.870967741935484
"('109', '2058', '2130', '323', '977')","('1502', '1531', '1712', '2084', '219')",9,4,21,1,5,14.285714285714285
"('109', '2130', '270', '375', '406')","('1051', '111', '1497', '210', '324')",10,4,22,2,6,16.363636363636363
"('109', '2130', '270', '375', '406')","('111', '1497', '1725', '210', '324')",4,2,27,1,2,4.444444444444445
"('109', '2130', '270', '375', '406')","('111', '1497', '210', '324', '708')",9,8,34,2,1,1.7647058823529411
"('109', '2130', '296', '323', '375')","('1005', '1508', '165', '1749', '983')",7,7,27,1,0,0.0
"('109', '2130', '296', '323', '977')","('1005', '165', '1749', '1903', '983')",0,2,9,1,-2,-13.333333333333332
"('109', '2130', '296', '375', '406')","('123', '145', '1711', '1721', '1899')",2,10,20,1,-8,-24.0
"('109', '2130', '296', '375', '406')","('123', '145', '1711', '1721', '45')",12,3,28,2,9,19.28571428571429
"('109', '2130', '296', '375', '406')","('1711', '1721', '1899', '45', '702')",4,5,24,2,-1,-2.5
"('109', '2130', '296', '375', '406')","('1711', '1899', '45', '686', '702')",3,3,9,1,0,0.0
"('109', '2130', '375', '406', '977')","('123', '145', '1711', '1721', '1899')",2,0,5,1,2,24.0
"('109', '216', '296', '323', '977')","('1005', '165', '1749', '1903', '983')",2,0,6,1,2,20.0
"('109', '216', '296', '323', '977')","('1005', '1749', '1903', '672', '983')",4,0,6,1,4,40.0
"('109', '216', '296', '323', '977')","('145', '1505', '1711', '1899', '686')",3,5,19,1,-2,-6.315789473684211
"('109', '216', '296', '375', '977')","('15', '1730', '1838', '2032', '2047')",0,0,6,1,0,0.0
"('109', '216', '296', '375', '977')","('15', '1730', '1838', '2047', '399')",4,7,19,1,-3,-9.473684210526315
"('109', '216', '296', '406', '977')","('145', '1505', '1711', '1721', '1899')",12,8,50,2,4,4.8
"('109', '216', '296', '406', '977')","('145', '1505', '1711', '1721', '45')",5,2,29,2,3,6.206896551724138
"('109', '216', '296', '406', '977')","('145', '1711', '1721', '45', '702')",4,5,18,1,-1,-3.333333333333333
"('109', '270', '296', '375', '977')","('15', '1709', '1730', '1838', '1885')",5,2,16,2,3,11.25
"('109', '270', '296', '375', '977')","('15', '1709', '1730', '1885', '2032')",9,2,18,1,7,23.333333333333332
"('109', '270', '296', '375', '977')","('15', '1709', '1838', '1885', '399')",5,5,21,2,0,0.0
"('109', '270', '296', '375', '977')","('15', '1709', '1838', '2032', '2047')",4,6,8,1,-2,-15.0
"('109', '270', '296', '375', '977')","('15', '1730', '1885', '2032', '2047')",0,1,5,1,-1,-12.0
"('109', '270', '375', '406', '977')","('15', '1709', '1730', '1838', '1885')",1,0,5,1,1,12.0
"('109', '270', '375', '406', '977')","('15', '1709', '1838', '1885', '2047')",2,0,6,1,2,20.0
"('109', '270', '375', '406', '977')","('15', '1709', '1838', '1885', '399')",0,0,6,1,0,0.0
"('109', '296', '323', '375', '977')","('1000', '1749', '1883', '1903', '2044')",7,6,29,2,1,2.0689655172413794
"('109', '296', '323', '375', '977')","('1005', '1508', '165', '1749', '983')",0,0,4,1,0,0.0
"('109', '296', '323', '375', '977')","('1005', '1508', '1749', '1883', '2044')",4,0,10,1,4,24.0
"('109', '296', '323', '375', '977')","('1005', '1749', '1883', '1903', '2044')",4,2,10,1,2,12.0
"('109', '296', '323', '375', '977')","('145', '1505', '1711', '1899', '686')",5,4,14,1,1,4.285714285714286
"('109', '296', '375', '406', '977')","('123', '145', '1711', '1721', '45')",0,0,1,1,0,0.0
"('109', '296', '375', '406', '977')","('145', '1505', '1711', '1899', '686')",4,4,14,1,0,0.0
"('109', '296', '375', '406', '977')","('145', '1711', '1721', '45', '702')",0,3,10,1,-3,-18.0
"('109', '296', '375', '406', '977')","('15', '1709', '1730', '1838', '1885')",0,0,4,1,0,0.0
"('109', '296', '375', '406', '977')","('15', '1709', '1838', '1885', '2047')",4,5,16,1,-1,-3.75
"('109', '296', '375', '406', '977')","('15', '1709', '1838', '1885', '399')",2,0,9,2,2,13.333333333333332
"('109', '296', '375', '406', '977')","('1711', '1721', '1899', '45', '702')",3,0,9,1,3,20.0
"('111', '1497', '1725', '1734', '1887')","('1502', '1531', '1716', '228', '988')",3,2,24,2,1,2.5
"('111', '1497', '1725', '1734', '1887')","('1502', '1531', '1716', '904', '988')",0,0,1,1,0,0.0
"('111', '1497', '1725', '1734', '708')","('1502', '1531', '1716', '228', '988')",2,0,7,1,2,17.142857142857142
"('111', '1497', '1725', '1734', '708')","('1502', '1712', '1716', '228', '988')",0,0,5,2,0,0.0
"('111', '1497', '1725', '1887', '210')","('1134', '1710', '236', '28', '735')",-73,-83,42,1,10,14.285714285714285
"('111', '1497', '1725', '1887', '210')","('1711', '1721', '1899', '686', '702')",-85,-58,67,2,-27,-24.17910447761194
"('111', '1497', '1725', '1887', '210')","('1928', '238', '243', '248', '689')",2,2,12,1,0,0.0
"('111', '1497', '1725', '1887', '324')","('1134', '1710', '236', '28', '735')",8,12,37,3,-4,-6.486486486486487
"('111', '1497', '1725', '1887', '324')","('1711', '1721', '1899', '686', '702')",2,0,15,1,2,8.0
"('111', '1497', '1725', '1887', '324')","('1711', '1721', '45', '686', '702')",3,4,10,1,-1,-6.0
"('111', '1497', '1725', '210', '324')","('1513', '1517', '185', '468', '57')",5,4,21,1,1,2.8571428571428568
"('111', '1497', '1725', '210', '324')","('1800', '2031', '236', '3', '949')",7,6,30,1,1,2.0
"('111', '1497', '1725', '210', '417')","('1134', '1710', '236', '28', '3')",22,15,75,3,7,5.6000000000000005
"('111', '1497', '1725', '210', '417')","('1710', '236', '28', '3', '970')",4,3,19,1,1,3.1578947368421053
"('111', '1497', '1725', '210', '708')","('1710', '2031', '236', '3', '949')",6,7,33,2,-1,-1.8181818181818183
"('111', '1497', '1725', '324', '417')","('1134', '1710', '2031', '236', '28')",0,1,4,1,-1,-15.0
"('111', '1497', '1725', '324', '417')","('123', '1711', '1721', '45', '686')",1,3,8,1,-2,-15.0
"('111', '1497', '1734', '1887', '324')","('1502', '1712', '1716', '2084', '904')",0,0,2,1,0,0.0
"('111', '1497', '1734', '1887', '324')","('1502', '1712', '1716', '904', '988')",3,2,21,1,1,2.8571428571428568
"('111', '1497', '1887', '210', '708')","('1710', '2031', '236', '3', '949')",3,6,25,1,-3,-7.199999999999999
"('111', '1497', '1887', '210', '708')","('1710', '236', '28', '3', '970')",0,2,4,1,-2,-30.0
"('111', '1725', '1734', '324', '708')","('1502', '1712', '1716', '904', '988')",4,2,30,1,2,4.0
"('111', '1725', '1895', '324', '417')","('1134', '1710', '1800', '2031', '28')",15,14,51,4,1,1.1764705882352942
"('111', '1725', '210', '324', '417')","('1134', '1800', '2031', '236', '28')",0,0,7,1,0,0.0
"('111', '1887', '1895', '324', '708')","('1498', '1507', '198', '251', '764')",2,2,11,2,0,0.0
"('111', '1887', '1895', '324', '708')","('1507', '198', '251', '422', '764')",2,0,7,1,2,17.142857142857142
"('111', '1887', '210', '324', '708')","('1710', '236', '28', '3', '735')",4,2,14,2,2,8.571428571428571
"('111', '1887', '210', '324', '708')","('1710', '236', '28', '3', '970')",2,4,13,1,-2,-9.230769230769232
"('1110', '123', '145', '1711', '1721')","('15', '1730', '1885', '1894', '2032')",2,0,8,1,2,15.0
"('1110', '123', '145', '1711', '1721')","('15', '1730', '1885', '1894', '2047')",1,2,17,2,-1,-3.5294117647058822
"('1110', '123', '145', '1711', '1721')","('15', '1894', '2032', '2047', '399')",2,5,12,1,-3,-15.0
"('1110', '123', '145', '1711', '1721')","('1709', '1838', '1894', '2039', '976')",0,0,17,2,0,0.0
"('1110', '123', '145', '1711', '1721')","('1709', '1885', '1894', '2039', '2047')",4,2,29,1,2,4.137931034482759
"('1110', '123', '145', '1711', '1721')","('1717', '2042', '2059', '363', '714')",0,0,2,1,0,0.0
"('1110', '123', '145', '1711', '1721')","('1717', '2042', '2059', '458', '714')",2,2,33,3,0,0.0
"('1110', '123', '145', '1711', '1721')","('1717', '2042', '2059', '714', '762')",3,4,15,1,-1,-4.0
"('1110', '123', '145', '1711', '1721')","('1730', '1838', '1885', '1894', '2039')",2,0,10,1,2,12.0
"('1110', '123', '145', '1711', '1721')","('1730', '1885', '1894', '2039', '2047')",0,2,16,1,-2,-7.5
"('1110', '123', '145', '1711', '1721')","('1838', '1885', '1894', '2039', '976')",7,4,20,1,3,9.0
"('1110', '123', '145', '1711', '1721')","('1885', '1894', '2032', '2039', '2047')",4,1,22,2,3,8.181818181818182
"('1110', '123', '145', '1711', '1721')","('1885', '1894', '2032', '2047', '399')",0,0,2,1,0,0.0
"('1110', '123', '145', '1711', '1721')","('2042', '2059', '458', '714', '93')",0,0,4,3,0,0.0
"('1110', '123', '145', '1711', '686')","('2042', '363', '714', '762', '919')",0,4,10,1,-4,-24.0
"('1110', '123', '1505', '1711', '1721')","('1717', '363', '714', '762', '93')",-93,-82,63,2,-11,-10.476190476190476
"('1110', '123', '1505', '1711', '1721')","('1890', '201', '2091', '361', '467')",-99,-105,46,1,6,7.826086956521739
"('1110', '123', '1505', '1721', '426')","('1434', '1500', '1736', '2033', '2064')",2,3,20,1,-1,-3.0
"('1110', '123', '1505', '1899', '686')","('1000', '1749', '1883', '1903', '435')",0,1,4,1,-1,-15.0
"('1110', '123', '1505', '45', '686')","('1000', '1749', '1883', '1903', '435')",12,13,44,2,-1,-1.3636363636363638
"('1110', '123', '1711', '1721', '45')","('1717', '363', '714', '762', '93')",7,6,28,2,1,2.142857142857143
"('1110', '123', '1711', '1721', '45')","('2042', '363', '714', '762', '919')",3,1,7,1,2,17.142857142857142
"('1110', '123', '1711', '1721', '45')","('2059', '363', '714', '762', '93')",4,0,17,1,4,14.117647058823529
"('1110', '123', '1711', '1721', '702')","('1717', '363', '714', '762', '93')",2,3,14,4,-1,-4.285714285714286
"('1110', '123', '1711', '1721', '702')","('1890', '201', '2091', '361', '467')",0,6,14,1,-6,-25.71428571428571
"('1110', '123', '1711', '426', '45')","('1890', '201', '2092', '361', '467')",5,0,20,1,5,15.0
"('1110', '123', '1711', '45', '686')","('2042', '363', '714', '762', '919')",0,4,11,1,-4,-21.81818181818182
"('1110', '123', '1711', '45', '702')","('1890', '201', '2091', '2101', '915')",2,0,5,1,2,24.0
"('1110', '123', '1711', '45', '702')","('1890', '201', '2091', '361', '467')",7,6,13,1,1,4.615384615384616
"('1110', '123', '1711', '45', '702')","('1890', '201', '2091', '467', '915')",5,6,22,2,-1,-2.7272727272727275
"('1110', '123', '1711', '45', '702')","('201', '2054', '2101', '361', '915')",5,7,41,1,-2,-2.926829268292683
"('1110', '123', '1721', '1899', '45')","('15', '1730', '1885', '1894', '2032')",7,7,26,1,0,0.0
"('1110', '123', '1721', '1899', '45')","('15', '1730', '1885', '2032', '2047')",9,2,52,3,7,8.076923076923077
"('1110', '123', '1721', '426', '45')","('1434', '1500', '1897', '2033', '697')",1,0,11,1,1,5.454545454545455
"('1110', '123', '1721', '426', '45')","('1500', '1882', '1897', '2033', '2062')",1,0,4,1,1,15.0
"('1110', '123', '1721', '426', '45')","('1500', '1882', '1897', '2033', '697')",5,2,13,1,3,13.846153846153847
"('1110', '123', '1721', '426', '45')","('1500', '1897', '1913', '2033', '2062')",4,5,22,1,-1,-2.7272727272727275
"('1110', '123', '1721', '426', '45')","('1890', '201', '2091', '2092', '467')",9,10,49,3,-1,-1.2244897959183672
"('1110', '123', '1721', '426', '45')","('1890', '201', '2092', '2101', '361')",2,2,19,2,0,0.0
"('1110', '123', '1721', '426', '45')","('1890', '201', '2092', '361', '467')",6,1,16,1,5,18.75
"('1110', '123', '1721', '426', '702')","('1434', '1500', '1736', '2033', '2064')",3,5,34,3,-2,-3.5294117647058822
"('1110', '123', '45', '686', '702')","('1000', '1749', '1883', '1903', '435')",3,0,13,1,3,13.846153846153847
"('1110', '145', '1505', '1711', '1899')","('15', '1709', '1730', '1885', '1894')",0,0,18,1,0,0.0
"('1110', '145', '1505', '1711', '1899')","('15', '1885', '1894', '2032', '399')",9,10,43,2,-1,-1.3953488372093024
"('1110', '145', '1505', '1711', '45')","('15', '1885', '1894', '2032', '399')",2,0,11,2,2,10.90909090909091
"('1110', '145', '1505', '1711', '686')","('1717', '2042', '2059', '363', '714')",0,2,6,1,-2,-20.0
"('1110', '145', '1505', '1711', '686')","('2042', '363', '714', '762', '919')",9,6,25,1,3,7.199999999999999
"('1110', '145', '1711', '1721', '702')","('1717', '2042', '2059', '363', '714')",0,0,3,1,0,0.0
"('1110', '145', '1711', '45', '702')","('15', '1885', '1894', '2032', '399')",6,3,28,1,3,6.428571428571428
"('1110', '145', '1711', '686', '702')","('1717', '2042', '2059', '363', '714')",16,13,72,6,3,2.5
"('1110', '145', '1711', '686', '702')","('1717', '2042', '2059', '714', '762')",3,2,19,1,1,3.1578947368421053
"('1110', '1505', '1711', '1721', '1899')","('15', '1709', '1730', '1838', '1885')",-91,-77,46,1,-14,-18.26086956521739
"('1110', '1505', '1711', '1721', '1899')","('15', '1730', '1838', '1885', '2032')",2,2,11,1,0,0.0
"('1110', '1505', '1711', '1721', '1899')","('1890', '201', '2091', '2092', '467')",19,13,90,4,6,4.0
"('1110', '1505', '1711', '1721', '1899')","('1890', '201', '361', '467', '53')",10,3,19,1,7,22.105263157894736
"('1110', '1505', '1711', '1721', '1899')","('1890', '201', '361', '53', '915')",2,3,14,1,-1,-4.285714285714286
"('1110', '1505', '1721', '1899', '426')","('1434', '1500', '1736', '2033', '2064')",2,8,28,1,-6,-12.857142857142856
"('1110', '1505', '1721', '426', '45')","('1434', '1500', '1736', '2033', '2064')",0,1,5,1,-1,-12.0
"('1110', '1505', '1721', '426', '89')","('1500', '1736', '1913', '2033', '2064')",2,5,24,2,-3,-7.5
"('1110', '1505', '1899', '426', '686')","('1434', '1500', '1736', '2033', '2064')",8,17,58,3,-9,-9.310344827586206
"('1110', '1505', '1899', '426', '686')","('1500', '1897', '1913', '2033', '2062')",0,0,2,1,0,0.0
"('1110', '1711', '1721', '1899', '702')","('1890', '201', '2091', '2092', '467')",5,0,13,2,5,23.076923076923077
"('1110', '1711', '1721', '45', '702')","('1890', '201', '2091', '2092', '467')",1,0,7,1,1,8.571428571428571
"('1110', '1711', '1721', '45', '702')","('1890', '201', '361', '53', '915')",0,2,9,1,-2,-13.333333333333332
"('1110', '1711', '1721', '45', '702')","('201', '2054', '361', '53', '915')",0,0,1,1,0,0.0
"('1110', '1711', '426', '45', '89')","('1890', '201', '2092', '2101', '361')",1,0,10,1,1,6.0
"('1110', '1721', '1899', '426', '702')","('1434', '1500', '1882', '2062', '697')",3,3,16,2,0,0.0
"('1110', '1721', '1899', '426', '89')","('1500', '1897', '1913', '2033', '2062')",3,3,10,1,0,0.0
"('1110', '1721', '1899', '45', '702')","('15', '1730', '1885', '2032', '2047')",10,8,30,3,2,4.0
"('1110', '1721', '426', '45', '89')","('1500', '1897', '1913', '2033', '2062')",0,0,3,1,0,0.0
"('1110', '1721', '426', '45', '89')","('1890', '201', '2092', '2101', '361')",0,1,4,1,-1,-15.0
"('1110', '1721', '426', '702', '89')","('1434', '1500', '1882', '2062', '697')",6,6,38,2,0,0.0
"('1110', '1721', '426', '702', '89')","('1500', '1736', '1882', '2033', '2064')",0,1,2,1,-1,-30.0
"('1110', '1721', '426', '702', '89')","('1500', '1736', '1913', '2033', '2064')",1,1,9,1,0,0.0
"('1110', '1721', '426', '702', '89')","('1500', '1882', '2033', '2064', '697')",0,0,8,1,0,0.0
"('1110', '1899', '426', '686', '89')","('1500', '1897', '1913', '2033', '2062')",2,0,11,1,2,10.90909090909091
"('1112', '146', '1630', '2043', '344')","('1425', '1536', '1915', '2030', '383')",-84,-66,65,2,-18,-16.615384615384617
"('1112', '146', '1630', '2043', '344')","('1425', '1563', '1915', '2030', '271')",2,0,9,1,2,13.333333333333332
"('1112', '146', '1630', '2043', '344')","('1425', '1915', '2030', '271', '446')",6,2,26,2,4,9.230769230769232
"('1112', '146', '1630', '2043', '344')","('1425', '1915', '2030', '383', '950')",4,3,17,1,1,3.5294117647058822
"('1112', '146', '2043', '344', '693')","('1425', '1915', '2030', '271', '446')",0,1,14,2,-1,-4.285714285714286
"('1112', '146', '2043', '344', '693')","('1425', '1915', '2030', '383', '950')",9,3,26,1,6,13.846153846153847
"('1112', '146', '2043', '688', '693')","('1134', '1710', '236', '28', '3')",0,2,8,1,-2,-15.0
"('1112', '1630', '2043', '344', '711')","('1425', '1536', '1915', '2030', '383')",0,0,3,1,0,0.0
"('1112', '1630', '2043', '344', '711')","('1425', '1536', '1915', '2030', '446')",0,2,6,1,-2,-20.0
"('1112', '1630', '2043', '344', '711')","('1425', '1915', '2030', '383', '950')",0,0,4,1,0,0.0
"('1112', '2043', '344', '693', '711')","('1425', '1536', '1915', '2030', '383')",2,1,5,1,1,12.0
"('1112', '2043', '344', '693', '711')","('1425', '1915', '2030', '383', '950')",2,2,14,1,0,0.0
"('1112', '2043', '688', '693', '966')","('1134', '1710', '236', '28', '3')",5,3,11,1,2,10.90909090909091
"('1134', '1710', '1722', '1800', '236')","('1717', '363', '458', '714', '762')",-65,-65,82,6,0,0.0
"('1134', '1710', '1722', '1800', '3')","('15', '1709', '1838', '1885', '2039')",4,7,39,2,-3,-4.615384615384616
"('1134', '1710', '1722', '1800', '3')","('15', '1838', '1885', '2039', '399')",15,3,58,4,12,12.413793103448276
"('1134', '1710', '1722', '1800', '3')","('15', '1838', '1885', '399', '976')",6,8,64,2,-2,-1.875
"('1134', '1710', '1722', '1800', '3')","('15', '1838', '2032', '2039', '399')",4,6,22,1,-2,-5.454545454545455
"('1134', '1710', '1722', '1800', '51')","('1717', '2059', '363', '762', '959')",0,0,2,1,0,0.0
"('1134', '1710', '1722', '1800', '51')","('1717', '363', '714', '762', '959')",4,2,16,1,2,7.5
