home_lineup_tuple,away_lineup_tuple,total_home_points,total_away_points,total_duration,total_stints,net_points,net_per_60
"('1032', '1501', '208', '281', '283')","('146', '1630', '2043', '688', '711')",5,2,23,2,3,7.83
"('1065', '164', '2068', '369', '703')","('1074', '1683', '1728', '2035', '2069')",5,2,23,1,3,7.83
"('1425', '1536', '1563', '1915', '2030')","('120', '176', '2057', '278', '431')",3,0,23,1,3,7.83
"('1425', '1536', '2066', '271', '29')","('1538', '1714', '2036', '445', '902')",3,0,23,2,3,7.83
"('1538', '1714', '1889', '1892', '980')","('1751', '1888', '1916', '393', '436')",5,2,23,2,3,7.83
"('1065', '2068', '275', '280', '779')","('137', '1908', '1928', '243', '248')",6,2,31,1,4,7.74
"('1425', '1915', '2030', '271', '29')","('121', '1740', '2106', '452', '699')",8,4,31,2,4,7.74
"('1434', '1500', '1882', '1897', '2037')","('1497', '1725', '1887', '210', '324')",-42,-55,101,8,13,7.72
"('1503', '1720', '1727', '255', '353')","('1732', '1751', '1918', '393', '436')",-59,-70,88,3,11,7.5
"('133', '136', '2048', '469', '695')","('1138', '1723', '1892', '221', '423')",13,6,56,3,7,7.5
"('363', '458', '762', '919', '93')","('1505', '1711', '1899', '686', '702')",15,8,56,2,7,7.5
"('1088', '1112', '146', '1630', '2043')","('1506', '1886', '365', '397', '440')",8,4,32,4,4,7.5
"('1498', '198', '345', '764', '990')","('124', '1444', '1715', '2045', '468')",11,7,32,1,4,7.5
"('15', '1730', '1838', '1894', '2039')","('1521', '1900', '2052', '304', '731')",8,4,32,3,4,7.5
"('1501', '283', '679', '911', '951')","('1051', '1497', '1725', '1734', '708')",6,2,32,1,4,7.5
"('1051', '1497', '1895', '210', '324')","('124', '1513', '1517', '185', '468')",4,1,24,2,3,7.5
"('1506', '1886', '365', '397', '696')","('1531', '168', '1712', '1716', '302')",7,4,24,2,3,7.5
"('201', '2054', '2091', '361', '467')","('1477', '193', '224', '258', '896')",4,1,24,2,3,7.5
"('1088', '2043', '376', '711', '966')","('121', '1740', '2046', '452', '56')",5,3,16,1,2,7.5
"('1134', '1710', '1722', '1800', '51')","('1717', '363', '714', '762', '959')",4,2,16,1,2,7.5
"('124', '1444', '1513', '1715', '57')","('1720', '2034', '353', '42', '448')",4,2,16,2,2,7.5
"('136', '1884', '1924', '1944', '2048')","('137', '1737', '1908', '238', '243')",2,0,16,3,2,7.5
"('1505', '1711', '1899', '45', '89')","('15', '1730', '1885', '1894', '2032')",4,2,16,3,2,7.5
"('1521', '1900', '2052', '252', '935')","('1434', '1500', '1736', '2033', '2063')",2,0,16,2,2,7.5
"('1538', '1714', '1723', '1889', '1892')","('1477', '1853', '190', '258', '896')",2,0,16,1,2,7.5
"('1717', '2059', '458', '919', '93')","('1541', '2050', '349', '788', '891')",2,0,16,2,2,7.5
"('1717', '363', '458', '919', '93')","('123', '145', '1505', '1721', '426')",6,4,16,1,2,7.5
"('1740', '1741', '1742', '2106', '56')","('109', '166', '2058', '2130', '270')",2,0,16,1,2,7.5
"('201', '2054', '2091', '2092', '2101')","('1719', '176', '2057', '278', '781')",4,2,16,1,2,7.5
"('2054', '2101', '339', '467', '916')","('1712', '302', '682', '904', '956')",4,2,16,1,2,7.5
"('280', '369', '779', '84', '913')","('168', '1712', '1716', '228', '956')",4,2,16,1,2,7.5
"('1000', '1005', '1508', '165', '1749')","('1500', '1736', '1913', '2033', '2037')",1,0,8,1,1,7.5
"('1074', '1891', '2035', '2069', '673')","('111', '1497', '1725', '1887', '324')",3,2,8,1,1,7.5
"('133', '1944', '2048', '695', '765')","('182', '2043', '711', '961', '966')",6,5,8,1,1,7.5
"('1477', '1853', '190', '193', '2067')","('120', '717', '739', '757', '937')",1,0,8,1,1,7.5
"('1477', '1853', '193', '896', '920')","('136', '1884', '1906', '1944', '765')",2,1,8,1,1,7.5
"('1505', '1721', '426', '45', '89')","('1495', '1498', '1956', '251', '345')",2,1,8,1,1,7.5
"('1506', '1733', '1886', '440', '64')","('1500', '1724', '1882', '1913', '2033')",2,1,8,1,1,7.5
"('1559', '1718', '179', '2040', '958')","('1088', '1112', '146', '182', '376')",1,0,8,1,1,7.5
"('1607', '2034', '353', '42', '690')","('1501', '208', '299', '679', '911')",2,1,8,1,1,7.5
"('1506', '1902', '365', '397', '440')","('168', '1712', '1716', '228', '302')",-59,-74,122,6,15,7.38
"('147', '1733', '1743', '1886', '1902')","('1562', '1888', '43', '63', '685')",10,4,49,3,6,7.35
"('1714', '1889', '1892', '441', '980')","('1712', '2084', '219', '302', '956')",11,5,49,2,6,7.35
"('1562', '1732', '1888', '1916', '393')","('1498', '198', '345', '422', '990')",11,6,41,2,5,7.32
"('133', '136', '1884', '2048', '469')","('1723', '1889', '1892', '221', '423')",-60,-68,66,2,8,7.27
"('363', '458', '762', '919', '93')","('123', '145', '1505', '1711', '45')",8,4,33,3,4,7.27
"('1710', '1722', '3', '735', '949')","('1739', '1740', '1742', '2046', '2106')",13,7,50,2,6,7.2
"('1110', '145', '1505', '1711', '686')","('2042', '363', '714', '762', '919')",9,6,25,1,3,7.2
"('1134', '1800', '236', '28', '3')","('123', '1711', '1721', '1899', '45')",4,1,25,2,3,7.2
"('1713', '2050', '209', '891', '895')","('1500', '1736', '1882', '1897', '1913')",4,1,25,2,3,7.2
"('1521', '178', '2052', '252', '304')","('15', '1838', '1885', '399', '976')",12,5,59,4,7,7.12
"('147', '1733', '1902', '365', '440')","('1562', '1732', '1888', '43', '63')",10,6,34,2,4,7.06
"('1477', '1554', '193', '2067', '920')","('120', '21', '717', '905', '937')",4,0,34,1,4,7.06
"('1477', '1853', '190', '193', '2067')","('120', '739', '757', '905', '937')",11,7,34,3,4,7.06
"('1538', '1714', '1889', '423', '445')","('1499', '1559', '1718', '72', '952')",8,4,34,1,4,7.06
"('1023', '1740', '1742', '442', '699')","('1065', '164', '703', '779', '84')",4,2,17,2,2,7.06
"('121', '1739', '1742', '2046', '452')","('1721', '426', '45', '686', '702')",4,2,17,3,2,7.06
"('1425', '1536', '2030', '271', '383')","('1477', '1554', '1853', '190', '258')",5,3,17,1,2,7.06
"('1477', '193', '896', '920', '931')","('137', '1737', '243', '389', '947')",6,4,17,2,2,7.06
"('15', '1709', '1838', '399', '400')","('216', '270', '296', '375', '406')",2,0,17,2,2,7.06
"('15', '1730', '1838', '1894', '2039')","('1521', '178', '2052', '304', '317')",3,1,17,1,2,7.06
"('1501', '283', '679', '911', '951')","('1051', '1725', '1895', '324', '708')",2,0,17,1,2,7.06
"('1503', '1720', '1727', '2034', '448')","('1739', '1740', '1742', '2106', '452')",2,0,17,1,2,7.06
"('1506', '1902', '365', '397', '696')","('1531', '1716', '228', '302', '904')",5,3,17,2,2,7.06
"('1562', '1751', '1888', '1916', '393')","('1498', '198', '345', '422', '764')",3,1,17,1,2,7.06
"('1717', '363', '458', '714', '762')","('123', '1505', '1721', '1899', '686')",4,2,17,1,2,7.06
"('1720', '2034', '353', '448', '680')","('1501', '208', '283', '299', '911')",4,2,17,2,2,7.06
"('1890', '2091', '361', '467', '915')","('1477', '193', '224', '896', '957')",4,2,17,1,2,7.06
"('275', '369', '703', '913', '969')","('133', '1884', '2048', '469', '901')",5,3,17,3,2,7.06
"('278', '739', '757', '905', '937')","('1717', '714', '762', '919', '959')",2,0,17,1,2,7.06
"('1538', '1714', '1723', '1892', '902')","('1732', '1751', '1888', '43', '63')",9,4,43,2,5,6.98
"('1715', '185', '2045', '57', '978')","('1023', '121', '1739', '2046', '2106')",12,6,52,4,6,6.92
"('128', '1521', '178', '2052', '252')","('1503', '1607', '1720', '1727', '2034')",4,1,26,2,3,6.92
"('1503', '1607', '1727', '42', '448')","('1737', '243', '389', '689', '947')",3,0,26,2,3,6.92
"('1541', '1600', '2050', '213', '349')","('1499', '1559', '1594', '179', '2040')",3,0,26,2,3,6.92
"('166', '1904', '2058', '216', '270')","('147', '1506', '1886', '397', '979')",20,10,87,3,10,6.9
"('1074', '1533', '1544', '1683', '1898')","('238', '243', '689', '727', '761')",16,8,70,5,8,6.86
"('1000', '1005', '1749', '435', '672')","('1032', '1501', '208', '281', '283')",9,5,35,1,4,6.86
"('1088', '1112', '2043', '376', '711')","('121', '1739', '1740', '452', '56')",9,5,35,2,4,6.86
"('1503', '1720', '2034', '353', '448')","('133', '1944', '2048', '765', '934')",8,4,35,3,4,6.86
"('1074', '1544', '673', '754', '87')","('1719', '21', '278', '431', '905')",17,12,44,1,5,6.82
"('120', '176', '278', '739', '757')","('1074', '1728', '1891', '673', '754')",10,5,44,2,5,6.82
"('1541', '2050', '213', '349', '895')","('1559', '1594', '179', '2040', '713')",10,5,44,3,5,6.82
"('1713', '213', '349', '788', '895')","('1548', '1718', '179', '677', '952')",8,3,44,2,5,6.82
"('1000', '1508', '165', '1749', '1883')","('133', '136', '1884', '1944', '2048')",-67,-74,62,2,7,6.77
"('1723', '1889', '1892', '221', '423')","('1477', '1853', '190', '193', '224')",-49,-58,81,5,9,6.67
"('1709', '1885', '1894', '2032', '976')","('1722', '1800', '2031', '236', '735')",12,5,63,2,7,6.67
"('1065', '164', '26', '275', '84')","('1477', '190', '193', '224', '258')",5,2,27,2,3,6.67
"('1541', '349', '722', '788', '891')","('1538', '1723', '1889', '2036', '221')",7,4,27,2,3,6.67
"('1000', '1508', '165', '1749', '672')","('1710', '1722', '735', '949', '970')",4,2,18,2,2,6.67
"('133', '1924', '2048', '469', '695')","('1138', '1723', '1892', '2036', '221')",6,4,18,1,2,6.67
"('1477', '1853', '193', '224', '258')","('1739', '1740', '1741', '1742', '452')",4,2,18,1,2,6.67
"('15', '1894', '2032', '399', '976')","('2058', '2130', '216', '270', '296')",4,2,18,3,2,6.67
"('1538', '1714', '1892', '902', '980')","('1502', '1531', '1712', '1716', '219')",2,0,18,1,2,6.67
"('1607', '1727', '2034', '386', '690')","('208', '283', '299', '679', '911')",6,4,18,1,2,6.67
"('164', '275', '703', '779', '84')","('1541', '1713', '2050', '349', '891')",4,2,18,2,2,6.67
"('1732', '1751', '1888', '43', '63')","('1733', '1886', '365', '397', '440')",4,2,18,1,2,6.67
"('179', '2040', '677', '713', '77')","('1005', '1508', '1749', '2044', '983')",4,2,18,1,2,6.67
"('1904', '2130', '270', '296', '323')","('1434', '1736', '1882', '2062', '2064')",2,0,18,1,2,6.67
"('120', '431', '757', '905', '937')","('1739', '1740', '1742', '452', '699')",1,0,9,2,1,6.67
"('123', '1505', '1711', '1899', '686')","('1000', '1749', '1883', '1903', '435')",2,1,9,1,1,6.67
"('128', '1521', '1900', '304', '330')","('1500', '1736', '1882', '2033', '2062')",2,1,9,1,1,6.67
"('133', '136', '1884', '2048', '469')","('1477', '1853', '190', '258', '931')",1,0,9,1,1,6.67
"('147', '1733', '1743', '365', '696')","('1888', '393', '436', '685', '782')",1,0,9,1,1,6.67
"('1477', '193', '224', '258', '896')","('133', '136', '1944', '765', '922')",3,2,9,1,1,6.67
"('1500', '1802', '1882', '1897', '2064')","('1732', '1751', '1918', '393', '436')",2,1,9,1,1,6.67
"('1500', '1882', '1897', '1913', '2033')","('1713', '2050', '213', '349', '891')",2,1,9,1,1,6.67
"('1502', '1504', '168', '1716', '302')","('201', '2092', '361', '467', '915')",1,0,9,1,1,6.67
"('1502', '1531', '168', '1712', '956')","('124', '1444', '1513', '1715', '468')",3,2,9,1,1,6.67
"('1503', '1607', '1727', '448', '692')","('120', '21', '278', '431', '739')",3,2,9,1,1,6.67
"('1713', '2050', '213', '349', '891')","('1088', '146', '2043', '376', '688')",1,0,9,1,1,6.67
"('1714', '1889', '2036', '441', '445')","('1513', '1517', '185', '468', '978')",3,2,9,1,1,6.67
"('1886', '1902', '365', '397', '440')","('1088', '146', '1630', '376', '961')",1,0,9,1,1,6.67
"('1497', '1725', '1887', '324', '417')","('1712', '1716', '904', '956', '988')",14,9,46,2,5,6.52
"('147', '1733', '1902', '365', '440')","('1562', '1751', '393', '436', '782')",7,3,37,1,4,6.49
"('120', '278', '739', '757', '905')","('1005', '1508', '165', '1749', '983')",25,16,84,2,9,6.43
"('1074', '1683', '1891', '673', '754')","('164', '275', '779', '84', '913')",3,0,28,1,3,6.43
"('1110', '145', '1711', '45', '702')","('15', '1885', '1894', '2032', '399')",6,3,28,1,3,6.43
"('1477', '1853', '190', '193', '224')","('1501', '208', '679', '911', '951')",5,2,28,1,3,6.43
"('1502', '1504', '168', '1907', '219')","('201', '2092', '361', '467', '916')",6,3,28,2,3,6.43
"('1503', '1607', '1720', '1727', '42')","('1884', '1944', '2048', '469', '765')",5,2,28,1,3,6.43
"('1714', '1723', '423', '445', '902')","('1513', '1517', '185', '468', '978')",6,3,28,2,3,6.43
"('1717', '2042', '2059', '762', '959')","('1521', '178', '1900', '252', '304')",5,2,28,1,3,6.43
"('216', '270', '296', '375', '406')","('1051', '1497', '210', '324', '708')",31,19,114,2,12,6.32
"('1032', '208', '281', '299', '679')","('1088', '1630', '688', '711', '961')",6,2,38,2,4,6.32
"('1498', '1507', '198', '251', '764')","('1521', '1900', '304', '330', '731')",7,3,38,2,4,6.32
"('1088', '1112', '146', '688', '711')","('1710', '1800', '236', '28', '735')",5,3,19,2,2,6.32
"('121', '1739', '1741', '2046', '452')","('1885', '2032', '2039', '2047', '399')",4,2,19,2,2,6.32
"('1499', '179', '2040', '677', '72')","('1541', '1713', '2050', '722', '788')",2,0,19,2,2,6.32
"('1501', '208', '283', '911', '951')","('1051', '1073', '1887', '1895', '417')",2,0,19,1,2,6.32
"('1928', '238', '243', '248', '389')","('1541', '2050', '209', '722', '891')",2,0,19,2,2,6.32
"('1709', '1885', '2047', '399', '400')","('1502', '168', '1712', '1716', '302')",-53,-63,96,5,10,6.25
"('1538', '1714', '1889', '1892', '2036')","('1712', '219', '302', '904', '956')",12,7,48,3,5,6.25
"('1495', '1498', '1507', '251', '990')","('124', '1444', '1715', '57', '978')",22,14,77,3,8,6.23
"('1709', '1730', '1885', '1894', '2032')","('1000', '1005', '1508', '165', '1883')",-85,-91,58,1,6,6.21
"('109', '216', '296', '406', '977')","('145', '1505', '1711', '1721', '45')",5,2,29,2,3,6.21
"('133', '136', '2048', '469', '695')","('1714', '1723', '1889', '1892', '423')",6,3,29,3,3,6.21
"('133', '2048', '469', '695', '901')","('1477', '1554', '193', '896', '957')",5,2,29,1,3,6.21
"('1425', '1536', '1915', '271', '29')","('120', '1719', '21', '431', '739')",7,4,29,5,3,6.21
"('1503', '2034', '353', '386', '448')","('1065', '164', '275', '779', '969')",4,1,29,2,3,6.21
"('1536', '1915', '2030', '271', '29')","('121', '1740', '2046', '2106', '452')",4,1,29,2,3,6.21
"('1503', '1727', '2034', '255', '353')","('1562', '1732', '1888', '1918', '43')",8,4,39,3,4,6.15
"('1718', '179', '2040', '677', '958')","('1749', '1903', '2044', '672', '983')",6,2,39,1,4,6.15
"('145', '1711', '1721', '1899', '45')","('109', '2058', '296', '375', '977')",13,8,49,3,5,6.12
"('1000', '1005', '1508', '165', '1749')","('1032', '1501', '208', '281', '283')",-66,-73,70,3,7,6.0
"('133', '136', '2048', '469', '695')","('1723', '1889', '1892', '423', '980')",12,7,50,3,5,6.0
"('1711', '1899', '686', '702', '89')","('1495', '1507', '198', '251', '422')",10,6,40,3,4,6.0
"('133', '136', '1924', '469', '922')","('238', '248', '727', '761', '947')",5,2,30,2,3,6.0
"('1562', '1751', '1888', '393', '782')","('120', '431', '717', '739', '757')",9,6,30,1,3,6.0
"('1709', '1730', '1838', '1885', '2032')","('1717', '1761', '714', '762', '93')",-80,-83,30,1,3,6.0
"('1890', '201', '2091', '467', '915')","('1719', '431', '739', '757', '905')",7,4,30,3,3,6.0
"('120', '1719', '431', '757', '905')","('1739', '1742', '452', '56', '699')",6,4,20,2,2,6.0
"('147', '1733', '1902', '365', '696')","('1541', '1713', '2050', '213', '349')",6,4,20,1,2,6.0
"('1477', '1853', '193', '896', '920')","('1503', '1607', '1727', '2034', '690')",4,2,20,1,2,6.0
"('1497', '1725', '1887', '210', '324')","('1928', '238', '243', '248', '689')",4,2,20,1,2,6.0
"('1503', '1607', '1720', '1727', '2034')","('1884', '1944', '2048', '469', '765')",6,4,20,1,2,6.0
"('1521', '1900', '252', '304', '731')","('1500', '1882', '1913', '2033', '2064')",7,5,20,2,2,6.0
"('1538', '1714', '1723', '1889', '423')","('1718', '179', '72', '952', '958')",3,1,20,3,2,6.0
"('1890', '2091', '53', '915', '960')","('1114', '1498', '1507', '198', '955')",6,4,20,1,2,6.0
"('1906', '1944', '2048', '695', '765')","('1562', '1751', '1888', '1918', '43')",5,3,20,1,2,6.0
"('1956', '198', '251', '345', '955')","('1737', '1908', '248', '689', '727')",4,2,20,1,2,6.0
"('363', '458', '714', '762', '919')","('1505', '1721', '1899', '686', '702')",2,0,20,1,2,6.0
"('1000', '1749', '1883', '1903', '435')","('1500', '1736', '1882', '1913', '2033')",1,0,10,1,1,6.0
"('1065', '2068', '275', '703', '779')","('137', '1928', '238', '243', '248')",3,2,10,1,1,6.0
"('1088', '1112', '1630', '2043', '688')","('1506', '1886', '1902', '365', '397')",1,0,10,1,1,6.0
"('1110', '1711', '426', '45', '89')","('1890', '201', '2092', '2101', '361')",1,0,10,1,1,6.0
"('133', '136', '1884', '469', '765')","('1088', '1112', '711', '76', '966')",1,0,10,1,1,6.0
"('133', '1944', '2048', '695', '901')","('1477', '1554', '1853', '193', '224')",1,0,10,1,1,6.0
"('137', '238', '243', '248', '689')","('1477', '1853', '190', '258', '896')",1,0,10,1,1,6.0
"('1477', '1853', '258', '896', '920')","('133', '1906', '1944', '2048', '934')",1,0,10,2,1,6.0
"('1499', '1718', '677', '77', '958')","('103', '1887', '210', '324', '67')",2,1,10,1,1,6.0
"('1503', '353', '42', '448', '680')","('121', '1739', '1740', '1742', '452')",4,3,10,1,1,6.0
"('1506', '365', '397', '64', '721')","('2038', '208', '281', '283', '299')",3,2,10,1,1,6.0
"('1538', '1714', '2036', '221', '441')","('1559', '179', '753', '952', '958')",2,1,10,1,1,6.0
"('1559', '1718', '179', '2040', '753')","('146', '1630', '182', '2043', '376')",3,2,10,2,1,6.0
"('1733', '1886', '365', '397', '64')","('1500', '1724', '1882', '1897', '1913')",5,4,10,1,1,6.0
"('1890', '2101', '339', '361', '915')","('1425', '1536', '1915', '2030', '383')",1,0,10,1,1,6.0
"('1890', '2101', '339', '361', '915')","('1536', '1915', '2030', '271', '383')",3,2,10,1,1,6.0
"('208', '283', '299', '911', '951')","('1051', '111', '1725', '1887', '324')",3,2,10,2,1,6.0
"('1890', '201', '361', '467', '915')","('1749', '1883', '1903', '2044', '983')",14,8,61,3,6,5.9
"('164', '275', '703', '779', '84')","('1477', '1853', '193', '224', '258')",-76,-84,82,2,8,5.85
"('179', '2040', '677', '713', '958')","('1005', '1508', '165', '1749', '1883')",10,6,41,2,4,5.85
"('2130', '270', '375', '406', '977')","('123', '145', '1711', '1721', '1899')",10,6,41,1,4,5.85
"('1607', '1727', '386', '42', '690')","('1533', '1544', '1683', '1898', '2035')",6,3,31,2,3,5.81
"('1709', '1885', '1894', '2032', '2039')","('1134', '1722', '1800', '2031', '236')",4,1,31,2,3,5.81
"('1727', '2034', '353', '448', '680')","('1074', '1544', '1891', '2035', '673')",5,2,31,2,3,5.81
"('1732', '1888', '393', '436', '685')","('1501', '208', '283', '911', '998')",5,2,31,1,3,5.81
"('120', '21', '278', '739', '905')","('1074', '1728', '1891', '673', '754')",8,6,21,1,2,5.71
"('1477', '190', '193', '258', '896')","('133', '136', '1884', '1944', '469')",2,0,21,1,2,5.71
"('1497', '1725', '210', '324', '708')","('1928', '243', '689', '727', '947')",4,2,21,2,2,5.71
"('1499', '1548', '1559', '1718', '753')","('1541', '1713', '209', '213', '349')",3,1,21,2,2,5.71
"('1536', '1915', '2030', '2066', '271')","('121', '1740', '2046', '2106', '699')",6,4,21,2,2,5.71
"('1554', '1853', '190', '193', '2067')","('120', '739', '757', '905', '937')",4,2,21,1,2,5.71
"('1559', '1718', '179', '2040', '72')","('1630', '2043', '376', '711', '76')",4,2,21,2,2,5.71
"('1709', '1730', '1885', '1894', '2032')","('1717', '2042', '458', '714', '762')",5,3,21,1,2,5.71
"('179', '1914', '2040', '713', '958')","('1005', '1508', '165', '1749', '1883')",2,0,21,1,2,5.71
"('123', '1505', '1721', '1899', '426')","('1434', '1500', '1736', '1882', '1897')",-67,-72,53,4,5,5.66
"('1503', '1727', '353', '448', '680')","('120', '1719', '739', '757', '937')",20,14,64,3,6,5.62
"('1425', '1536', '1915', '271', '383')","('1477', '1554', '1853', '190', '193')",9,6,32,2,3,5.62
"('1477', '1853', '193', '896', '920')","('1503', '2034', '353', '448', '680')",5,2,32,1,3,5.62
"('1717', '2059', '458', '762', '93')","('1521', '178', '1900', '304', '731')",5,2,32,2,3,5.62
"('111', '1497', '1725', '210', '417')","('1134', '1710', '236', '28', '3')",22,15,75,3,7,5.6
"('1023', '121', '1739', '1740', '442')","('1717', '458', '714', '93', '959')",8,4,43,3,4,5.58
"('166', '1731', '270', '323', '977')","('128', '1521', '252', '304', '317')",13,9,43,3,4,5.58
"('1709', '1838', '1885', '2039', '399')","('1425', '1536', '1915', '2030', '29')",-76,-87,120,6,11,5.5
"('166', '1731', '1904', '270', '406')","('128', '1521', '252', '304', '317')",16,10,66,2,6,5.45
"('1538', '1723', '1889', '1892', '221')","('1853', '190', '193', '224', '896')",6,3,33,1,3,5.45
"('1541', '1600', '2050', '209', '213')","('1562', '1732', '1751', '1888', '1918')",5,2,33,4,3,5.45
"('1713', '177', '2050', '213', '891')","('1088', '1112', '146', '2043', '966')",9,6,33,2,3,5.45
"('1051', '111', '1497', '1887', '324')","('243', '248', '689', '727', '947')",5,3,22,1,2,5.45
"('1065', '164', '26', '275', '703')","('1477', '190', '224', '258', '76')",4,2,22,2,2,5.45
"('1504', '1531', '168', '1712', '1716')","('124', '1444', '1715', '185', '2045')",6,4,22,2,2,5.45
"('1538', '1723', '1889', '441', '980')","('1712', '219', '302', '904', '956')",6,4,22,1,2,5.45
"('1541', '1600', '209', '349', '788')","('1714', '1723', '1889', '2036', '445')",2,0,22,2,2,5.45
"('1594', '1718', '1914', '677', '962')","('1737', '243', '248', '389', '947')",4,2,22,1,2,5.45
"('1732', '1888', '393', '63', '685')","('120', '717', '739', '757', '905')",10,8,22,1,2,5.45
"('1733', '1743', '1886', '1902', '365')","('1541', '1565', '1600', '209', '895')",6,4,22,1,2,5.45
"('1739', '1740', '1741', '452', '699')","('109', '166', '270', '296', '406')",6,4,22,2,2,5.45
"('1110', '123', '1721', '426', '45')","('1434', '1500', '1897', '2033', '697')",1,0,11,1,1,5.45
"('120', '21', '278', '431', '739')","('1717', '2042', '2059', '458', '762')",3,2,11,1,1,5.45
"('1444', '1715', '2045', '239', '468')","('121', '2046', '2106', '452', '699')",4,3,11,1,1,5.45
"('1495', '1498', '198', '251', '345')","('1506', '1733', '1902', '397', '696')",3,2,11,1,1,5.45
"('15', '1730', '1838', '1894', '2039')","('1521', '2052', '252', '304', '317')",2,1,11,1,1,5.45
"('1501', '208', '299', '679', '760')","('1499', '1718', '677', '77', '958')",2,1,11,2,1,5.45
"('1541', '1713', '722', '788', '891')","('1723', '1889', '221', '441', '980')",1,0,11,1,1,5.45
"('1503', '1727', '2034', '353', '448')","('121', '1739', '2046', '2106', '452')",12,6,68,2,6,5.29
"('1051', '111', '1887', '210', '324')","('1710', '236', '28', '3', '735')",6,4,23,1,2,5.22
"('1498', '198', '251', '70', '990')","('1733', '397', '440', '696', '979')",6,4,23,2,2,5.22
"('1500', '1736', '1882', '1913', '2037')","('1497', '1725', '210', '324', '417')",4,2,23,1,2,5.22
"('1503', '1607', '1727', '2034', '255')","('1928', '243', '248', '389', '689')",2,0,23,2,2,5.22
"('1538', '1714', '1892', '221', '902')","('1888', '1916', '393', '436', '63')",5,3,23,2,2,5.22
"('1425', '1536', '1915', '2030', '383')","('1733', '1902', '365', '397', '696')",21,13,93,5,8,5.16
"('1506', '1733', '1886', '365', '64')","('1724', '1882', '1897', '1913', '2033')",9,6,35,5,3,5.14
"('275', '779', '84', '913', '948')","('1710', '3', '735', '949', '970')",8,5,35,1,3,5.14
"('1074', '1533', '1544', '673', '754')","('120', '739', '757', '905', '937')",20,13,82,2,7,5.12
"('182', '2043', '711', '76', '966')","('1513', '1517', '185', '468', '57')",8,4,47,1,4,5.11
"('121', '1740', '1741', '1742', '2046')","('109', '166', '2130', '216', '270')",9,6,36,2,3,5.0
"('1495', '1498', '1507', '198', '251')","('109', '166', '216', '270', '296')",6,3,36,3,3,5.0
"('1023', '1739', '1740', '1742', '2106')","('1110', '145', '1721', '426', '702')",7,5,24,1,2,5.0
"('1023', '1740', '1742', '442', '699')","('1065', '164', '275', '703', '779')",4,2,24,1,2,5.0
"('1495', '1498', '1507', '198', '251')","('111', '1497', '1725', '1895', '417')",7,5,24,3,2,5.0
"('15', '1985', '2032', '2047', '976')","('1023', '1739', '1741', '2106', '56')",3,1,24,2,2,5.0
"('1502', '1716', '219', '228', '682')","('1500', '1913', '2033', '2062', '697')",2,0,24,2,2,5.0
"('1717', '1761', '2059', '762', '959')","('1506', '1886', '397', '440', '979')",5,3,24,4,2,5.0
"('1732', '1888', '393', '436', '63')","('164', '275', '703', '779', '84')",8,6,24,2,2,5.0
"('1065', '164', '275', '369', '703')","('1538', '1714', '423', '441', '445')",5,4,12,1,1,5.0
"('124', '1715', '185', '57', '978')","('121', '1739', '2046', '452', '56')",1,0,12,1,1,5.0
"('133', '136', '1884', '1944', '695')","('1562', '1751', '393', '436', '685')",1,0,12,1,1,5.0
"('1502', '1531', '1716', '228', '302')","('103', '111', '1725', '1895', '324')",4,3,12,2,1,5.0
"('1503', '353', '42', '448', '680')","('1737', '243', '248', '689', '947')",2,1,12,1,1,5.0
"('1504', '1531', '168', '1712', '1716')","('1444', '1513', '1715', '185', '468')",1,0,12,1,1,5.0
"('1559', '1718', '179', '2040', '753')","('1088', '182', '376', '688', '966')",3,2,12,1,1,5.0
"('1607', '2034', '353', '42', '690')","('1747', '208', '299', '951', '998')",2,1,12,2,1,5.0
"('1714', '1889', '1892', '221', '423')","('1088', '146', '376', '76', '961')",5,4,12,1,1,5.0
"('1718', '677', '753', '77', '958')","('1051', '1887', '210', '324', '708')",2,1,12,1,1,5.0
"('1719', '176', '21', '278', '739')","('1074', '1544', '1683', '2035', '953')",2,1,12,1,1,5.0
"('1732', '1888', '43', '685', '782')","('1498', '198', '345', '422', '990')",6,5,12,1,1,5.0
"('1733', '365', '397', '64', '696')","('1500', '1882', '1897', '2033', '2062')",1,0,12,1,1,5.0
"('1956', '198', '251', '345', '955')","('1737', '1908', '248', '389', '727')",1,0,12,2,1,5.0
"('677', '713', '77', '958', '962')","('1134', '1710', '1800', '51', '970')",4,3,12,1,1,5.0
"('1477', '190', '193', '224', '258')","('133', '1884', '469', '922', '934')",15,11,49,3,4,4.9
"('146', '2043', '344', '693', '711')","('1425', '1536', '1915', '2030', '446')",6,3,37,3,3,4.86
"('15', '1885', '2032', '2039', '2047')","('1074', '1544', '1891', '2035', '673')",10,7,37,2,3,4.86
"('1497', '1725', '1734', '1887', '417')","('1712', '1716', '904', '956', '988')",21,14,87,2,7,4.83
"('109', '216', '296', '406', '977')","('145', '1505', '1711', '1721', '1899')",12,8,50,2,4,4.8
"('109', '1904', '2058', '2130', '323')","('1531', '168', '1712', '1716', '956')",4,2,25,1,2,4.8
"('1425', '1915', '2030', '271', '446')","('1554', '1853', '190', '2067', '258')",6,4,25,2,2,4.8
"('15', '1730', '1838', '1894', '2039')","('1521', '2052', '304', '317', '731')",5,3,25,2,2,4.8
"('1715', '185', '2045', '468', '978')","('121', '2046', '2106', '452', '699')",4,2,25,2,2,4.8
