player_1,player_2,total_net_points,total_duration,total_stints,impact_per_60,player_1_name,player_2_name,pair_name
1134,28,-37,976,67,-0.04,Ike Austin,Doug West,Ike Austin + Doug West
1882,2062,-36,972,71,-0.04,Elton Brand,A.J. Guyton,Elton Brand + A.J. Guyton
1502,1531,-34,923,67,-0.04,Adonal Foyle,Marc Jackson,Adonal Foyle + Marc Jackson
1914,677,-33,894,75,-0.04,Chris Herren,Eric Williams,Chris Herren + Eric Williams
1074,2069,-36,872,69,-0.04,Matt Maloney,Hanno Mottola,Matt Maloney + Hanno Mottola
179,77,-30,837,55,-0.04,Bryant Stith,Doug Overton,Bryant Stith + Doug Overton
1477,1554,-30,820,55,-0.04,Bruce Bowen,Jamal Robinson,Bruce Bowen + Jamal Robinson
43,63,-34,813,77,-0.04,Chris Whitney,Michael Smith,Chris Whitney + Michael Smith
123,1505,-36,808,54,-0.04,Robert Pack,Tariq Abdul-Wahad,Robert Pack + Tariq Abdul-Wahad
1721,426,-31,758,82,-0.04,Keon Clark,Terry Davis,Keon Clark + Terry Davis
2035,2069,-30,744,46,-0.04,DerMarr Johnson,Hanno Mottola,DerMarr Johnson + Hanno Mottola
1895,324,-32,731,63,-0.04,William Avery,Anthony Peeler,William Avery + Anthony Peeler
133,901,-28,724,54,-0.04,David Wesley,Otis Thorpe,David Wesley + Otis Thorpe
1562,63,-25,693,60,-0.04,Gerard King,Michael Smith,Gerard King + Michael Smith
228,302,-24,683,47,-0.04,Adam Keefe,Mookie Blaylock,Adam Keefe + Mookie Blaylock
164,948,-25,682,40,-0.04,Chris Childs,Marcus Camby,Chris Childs + Marcus Camby
1761,2059,-28,679,60,-0.04,Greg Buckner,Eduardo Najera,Greg Buckner + Eduardo Najera
216,977,-29,650,37,-0.04,Brian Shaw,Kobe Bryant,Brian Shaw + Kobe Bryant
1892,423,-23,623,36,-0.04,Trajan Langdon,Chris Gatling,Trajan Langdon + Chris Gatling
1600,349,-24,599,41,-0.04,Kornel David,Mark Jackson,Kornel David + Mark Jackson
2033,2062,-21,599,52,-0.04,Marcus Fizer,A.J. Guyton,Marcus Fizer + A.J. Guyton
1751,63,-21,572,45,-0.04,Jahidi White,Michael Smith,Jahidi White + Michael Smith
209,788,-22,568,35,-0.04,Dell Curry,Kevin Willis,Dell Curry + Kevin Willis
1499,1559,-21,560,46,-0.04,Tony Battie,Adrian Griffin,Tony Battie + Adrian Griffin
1600,1713,-21,546,32,-0.04,Kornel David,Vince Carter,Kornel David + Vince Carter
1500,1802,-21,539,40,-0.04,Ron Mercer,Brad Miller,Ron Mercer + Brad Miller
2062,697,-21,532,34,-0.04,A.J. Guyton,Fred Hoiberg,A.J. Guyton + Fred Hoiberg
1501,998,-21,524,38,-0.04,Tim Thomas,Mark Pope,Tim Thomas + Mark Pope
713,958,-19,497,42,-0.04,Chris Carr,Vitaly Potapenko,Chris Carr + Vitaly Potapenko
147,365,-22,495,37,-0.04,Jalen Rose,Derrick McKey,Jalen Rose + Derrick McKey
198,955,-19,485,43,-0.04,Danny Ferry,Samaki Walker,Danny Ferry + Samaki Walker
1559,1594,-20,481,43,-0.04,Adrian Griffin,Rick Brunson,Adrian Griffin + Rick Brunson
1425,950,-17,472,36,-0.04,Aaron Williams,Stephon Marbury,Aaron Williams + Stephon Marbury
431,717,-16,448,42,-0.04,Shawn Kemp,Arvydas Sabonis,Shawn Kemp + Arvydas Sabonis
677,952,-16,444,27,-0.04,Eric Williams,Antoine Walker,Eric Williams + Antoine Walker
445,902,-16,439,39,-0.04,Wesley Person,Bimbo Coles,Wesley Person + Bimbo Coles
198,70,-16,402,35,-0.04,Danny Ferry,Steve Kerr,Danny Ferry + Steve Kerr
1477,957,-15,401,31,-0.04,Bruce Bowen,Todd Fuller,Bruce Bowen + Todd Fuller
1498,70,-17,399,35,-0.04,Antonio Daniels,Steve Kerr,Antonio Daniels + Steve Kerr
423,902,-15,391,32,-0.04,Chris Gatling,Bimbo Coles,Chris Gatling + Bimbo Coles
1531,228,-13,371,27,-0.04,Marc Jackson,Adam Keefe,Marc Jackson + Adam Keefe
2092,361,-15,368,32,-0.04,Ruben Garces,Clifford Robinson,Ruben Garces + Clifford Robinson
1892,902,-13,365,26,-0.04,Trajan Langdon,Bimbo Coles,Trajan Langdon + Bimbo Coles
1723,980,-16,359,25,-0.04,Matt Harpring,Zydrunas Ilgauskas,Matt Harpring + Zydrunas Ilgauskas
703,948,-14,356,23,-0.04,Kurt Thomas,Marcus Camby,Kurt Thomas + Marcus Camby
221,980,-14,355,20,-0.04,Clar. Weatherspoon,Zydrunas Ilgauskas,Clar. Weatherspoon + Zydrunas Ilgauskas
1554,957,-15,353,26,-0.04,Jamal Robinson,Todd Fuller,Jamal Robinson + Todd Fuller
2034,692,-12,314,20,-0.04,Mike Miller,Andrew DeClercq,Mike Miller + Andrew DeClercq
133,1906,-12,302,22,-0.04,David Wesley,Tim James,David Wesley + Tim James
1498,955,-13,300,25,-0.04,Antonio Daniels,Samaki Walker,Antonio Daniels + Samaki Walker
236,970,-12,284,18,-0.04,Kevin Edwards,Othella Harrington,Kevin Edwards + Othella Harrington
1112,76,-12,283,25,-0.04,Ben Wallace,Cedric Ceballos,Ben Wallace + Cedric Ceballos
2030,950,-11,266,19,-0.04,Kenyon Martin,Stephon Marbury,Kenyon Martin + Stephon Marbury
2040,713,-10,260,21,-0.04,Jerome Moiso,Chris Carr,Jerome Moiso + Chris Carr
275,969,-10,258,26,-0.04,Allan Houston,Travis Knight,Allan Houston + Travis Knight
1563,383,-9,251,15,-0.04,Kevin Ollie,Kendall Gill,Kevin Ollie + Kendall Gill
1499,952,-9,237,13,-0.04,Tony Battie,Antoine Walker,Tony Battie + Antoine Walker
271,950,-10,227,19,-0.04,Johnny Newman,Stephon Marbury,Johnny Newman + Stephon Marbury
417,708,-9,225,12,-0.04,Sam Mitchell,Kevin Garnett,Sam Mitchell + Kevin Garnett
1761,2042,-8,224,23,-0.04,Greg Buckner,Courtney Alexander,Greg Buckner + Courtney Alexander
1607,255,-9,213,21,-0.04,Troy Hudson,Grant Hill,Troy Hudson + Grant Hill
1559,713,-9,212,15,-0.04,Adrian Griffin,Chris Carr,Adrian Griffin + Chris Carr
1501,911,-102,2009,146,-0.05,Tim Thomas,Ervin Johnson,Tim Thomas + Ervin Johnson
299,911,-79,1642,114,-0.05,Glenn Robinson,Ervin Johnson,Glenn Robinson + Ervin Johnson
1913,2033,-77,1632,131,-0.05,Michael Ruffin,Marcus Fizer,Michael Ruffin + Marcus Fizer
1853,258,-69,1438,109,-0.05,Anthony Carter,Brian Grant,Anthony Carter + Brian Grant
1730,1885,-66,1412,101,-0.05,Brian Skinner,Lamar Odom,Brian Skinner + Lamar Odom
1505,1721,-64,1318,81,-0.05,Tariq Abdul-Wahad,Keon Clark,Tariq Abdul-Wahad + Keon Clark
1051,324,-64,1289,94,-0.05,Dean Garrett,Anthony Peeler,Dean Garrett + Anthony Peeler
1838,1894,-61,1158,78,-0.05,Tyrone Nesby,Corey Maggette,Tyrone Nesby + Corey Maggette
2034,42,-55,1154,98,-0.05,Mike Miller,Monty Williams,Mike Miller + Monty Williams
1710,28,-57,1124,77,-0.05,Mike Bibby,Doug West,Mike Bibby + Doug West
1709,1730,-52,1108,79,-0.05,Michael Olowokandi,Brian Skinner,Michael Olowokandi + Brian Skinner
124,978,-54,1009,38,-0.05,Vlade Divac,Peja Stojakovic,Vlade Divac + Peja Stojakovic
1536,29,-55,1007,64,-0.05,Stephen Jackson,Jim McIlvaine,Stephen Jackson + Jim McIlvaine
2042,762,-50,975,80,-0.05,Courtney Alexander,Shawn Bradley,Courtney Alexander + Shawn Bradley
1683,2069,-47,912,71,-0.05,Larry Robinson,Hanno Mottola,Larry Robinson + Hanno Mottola
1913,697,-45,897,67,-0.05,Michael Ruffin,Fred Hoiberg,Michael Ruffin + Fred Hoiberg
179,753,-46,852,69,-0.05,Bryant Stith,Randy Brown,Bryant Stith + Randy Brown
2042,93,-42,843,78,-0.05,Courtney Alexander,Hubert Davis,Courtney Alexander + Hubert Davis
1023,2106,-39,817,64,-0.05,Emanual Davis,Ruben Wolkowyski,Emanual Davis + Ruben Wolkowyski
423,441,-38,765,52,-0.05,Chris Gatling,Lamond Murray,Chris Gatling + Lamond Murray
2106,699,-34,692,51,-0.05,Ruben Wolkowyski,Brent Barry,Ruben Wolkowyski + Brent Barry
714,919,-33,670,41,-0.05,Michael Finley,Loy Vaught,Michael Finley + Loy Vaught
1800,2031,-36,656,44,-0.05,Damon Jones,Stromile Swift,Damon Jones + Stromile Swift
1600,213,-32,652,40,-0.05,Kornel David,Antonio Davis,Kornel David + Antonio Davis
147,696,-31,609,32,-0.05,Jalen Rose,Travis Best,Jalen Rose + Travis Best
1500,1724,-31,574,45,-0.05,Ron Mercer,Bryce Drew,Ron Mercer + Bryce Drew
1600,209,-27,573,42,-0.05,Kornel David,Dell Curry,Kornel David + Dell Curry
1716,219,-25,555,43,-0.05,Larry Hughes,Vinny Del Negro,Larry Hughes + Vinny Del Negro
762,919,-27,550,40,-0.05,Shawn Bradley,Loy Vaught,Shawn Bradley + Loy Vaught
1594,713,-24,520,39,-0.05,Rick Brunson,Chris Carr,Rick Brunson + Chris Carr
1533,2069,-25,517,30,-0.05,Anthony Johnson,Hanno Mottola,Anthony Johnson + Hanno Mottola
1504,1712,-25,489,37,-0.05,Danny Fortson,Antawn Jamison,Danny Fortson + Antawn Jamison
147,440,-20,443,29,-0.05,Jalen Rose,Zan Tabak,Jalen Rose + Zan Tabak
2064,697,-20,432,32,-0.05,Khalid El-Amin,Fred Hoiberg,Khalid El-Amin + Fred Hoiberg
1594,1914,-21,389,33,-0.05,Rick Brunson,Chris Herren,Rick Brunson + Chris Herren
1916,63,-19,378,30,-0.05,Calvin Booth,Michael Smith,Calvin Booth + Michael Smith
695,922,-18,372,29,-0.05,Eldridge Recasner,Elden Campbell,Eldridge Recasner + Elden Campbell
1074,87,-18,365,25,-0.05,Matt Maloney,Dikembe Mutombo,Matt Maloney + Dikembe Mutombo
1722,2031,-19,354,21,-0.05,Michael Dickerson,Stromile Swift,Michael Dickerson + Stromile Swift
109,2058,-17,353,25,-0.05,Robert Horry,Mark Madsen,Robert Horry + Mark Madsen
1884,765,-16,342,25,-0.05,Baron Davis,Hersey Hawkins,Baron Davis + Hersey Hawkins
1802,1897,-17,335,23,-0.05,Brad Miller,Metta World Peace,Brad Miller + Metta World Peace
2033,2037,-16,332,22,-0.05,Marcus Fizer,Jamal Crawford,Marcus Fizer + Jamal Crawford
109,1904,-16,325,26,-0.05,Robert Horry,Devean George,Robert Horry + Devean George
1918,63,-15,311,27,-0.05,Obinna Ekezie,Michael Smith,Obinna Ekezie + Michael Smith
1747,998,-14,308,33,-0.05,Rafer Alston,Mark Pope,Rafer Alston + Mark Pope
1904,323,-16,294,17,-0.05,Devean George,Greg Foster,Devean George + Greg Foster
695,901,-13,277,20,-0.05,Eldridge Recasner,Otis Thorpe,Eldridge Recasner + Otis Thorpe
128,317,-12,237,15,-0.05,David Benoit,John Starks,David Benoit + John Starks
1138,423,-10,212,11,-0.05,Michael Hawkins,Chris Gatling,Michael Hawkins + Chris Gatling
219,904,-11,211,18,-0.05,Vinny Del Negro,Chris Mullin,Vinny Del Negro + Chris Mullin
1563,271,-11,210,19,-0.05,Kevin Ollie,Johnny Newman,Kevin Ollie + Johnny Newman
1883,435,-11,210,16,-0.05,Steve Francis,Carlos Rogers,Steve Francis + Carlos Rogers
2031,735,-11,205,13,-0.05,Stromile Swift,Bryant Reeves,Stromile Swift + Bryant Reeves
1710,2031,-10,204,19,-0.05,Mike Bibby,Stromile Swift,Mike Bibby + Stromile Swift
345,990,-10,202,16,-0.05,Terry Porter,Malik Rose,Terry Porter + Malik Rose
1897,2033,-96,1710,128,-0.06,Metta World Peace,Marcus Fizer,Metta World Peace + Marcus Fizer
353,42,-87,1467,116,-0.06,Darrell Armstrong,Monty Williams,Darrell Armstrong + Monty Williams
258,896,-68,1194,75,-0.06,Brian Grant,Tim Hardaway,Brian Grant + Tim Hardaway
1885,400,-61,1093,66,-0.06,Lamar Odom,Derek Strong,Lamar Odom + Derek Strong
1594,1718,-64,1072,81,-0.06,Rick Brunson,Paul Pierce,Rick Brunson + Paul Pierce
179,1914,-65,1053,72,-0.06,Bryant Stith,Chris Herren,Bryant Stith + Chris Herren
2034,680,-62,1009,70,-0.06,Mike Miller,John Amaechi,Mike Miller + John Amaechi
1594,179,-53,922,77,-0.06,Rick Brunson,Bryant Stith,Rick Brunson + Bryant Stith
1728,2035,-51,812,64,-0.06,Roshown McLeod,DerMarr Johnson,Roshown McLeod + DerMarr Johnson
1709,400,-48,800,45,-0.06,Michael Olowokandi,Derek Strong,Michael Olowokandi + Derek Strong
42,448,-45,774,77,-0.06,Monty Williams,Bo Outlaw,Monty Williams + Bo Outlaw
1499,753,-46,714,52,-0.06,Tony Battie,Randy Brown,Tony Battie + Randy Brown
1714,902,-43,675,52,-0.06,Robert Traylor,Bimbo Coles,Robert Traylor + Bimbo Coles
1915,29,-41,662,41,-0.06,Evan Eschmeyer,Jim McIlvaine,Evan Eschmeyer + Jim McIlvaine
1730,399,-37,620,47,-0.06,Brian Skinner,Sean Rooks,Brian Skinner + Sean Rooks
440,696,-35,562,42,-0.06,Zan Tabak,Travis Best,Zan Tabak + Travis Best
1538,423,-33,541,46,-0.06,Cedric Henderson,Chris Gatling,Cedric Henderson + Chris Gatling
182,376,-32,519,43,-0.06,Billy Owens,Eric Montross,Billy Owens + Eric Montross
1897,697,-31,500,36,-0.06,Metta World Peace,Fred Hoiberg,Metta World Peace + Fred Hoiberg
1718,713,-31,492,32,-0.06,Paul Pierce,Chris Carr,Paul Pierce + Chris Carr
1724,1897,-25,445,37,-0.06,Bryce Drew,Metta World Peace,Bryce Drew + Metta World Peace
42,680,-25,436,44,-0.06,Monty Williams,John Amaechi,Monty Williams + John Amaechi
363,959,-27,419,30,-0.06,Christian Laettner,Steve Nash,Christian Laettner + Steve Nash
1434,1913,-25,401,24,-0.06,Dragan Tarlac,Michael Ruffin,Dragan Tarlac + Michael Ruffin
1548,1914,-23,363,34,-0.06,Mark Blount,Chris Herren,Mark Blount + Chris Herren
754,87,-20,355,23,-0.06,Jim Jackson,Dikembe Mutombo,Jim Jackson + Dikembe Mutombo
1884,934,-21,345,23,-0.06,Baron Davis,Derrick Coleman,Baron Davis + Derrick Coleman
1886,696,-21,343,20,-0.06,Jonathan Bender,Travis Best,Jonathan Bender + Travis Best
1724,1802,-21,338,21,-0.06,Bryce Drew,Brad Miller,Bryce Drew + Brad Miller
1884,901,-21,333,23,-0.06,Baron Davis,Otis Thorpe,Baron Davis + Otis Thorpe
193,957,-19,313,29,-0.06,Anthony Mason,Todd Fuller,Anthony Mason + Todd Fuller
1499,2040,-18,284,25,-0.06,Tony Battie,Jerome Moiso,Tony Battie + Jerome Moiso
1914,958,-16,282,19,-0.06,Chris Herren,Vitaly Potapenko,Chris Herren + Vitaly Potapenko
1507,1956,-15,271,21,-0.06,Derek Anderson,Ira Newble,Derek Anderson + Ira Newble
1747,2072,-15,245,27,-0.06,Rafer Alston,Michael Redd,Rafer Alston + Michael Redd
1736,2062,-14,234,17,-0.06,Corey Benjamin,A.J. Guyton,Corey Benjamin + A.J. Guyton
2084,228,-13,221,16,-0.06,Chris Porter,Adam Keefe,Chris Porter + Adam Keefe
717,937,-13,200,12,-0.06,Arvydas Sabonis,Scottie Pippen,Arvydas Sabonis + Scottie Pippen
1723,423,-97,1397,86,-0.07,Matt Harpring,Chris Gatling,Matt Harpring + Chris Gatling
1112,376,-57,876,56,-0.07,Ben Wallace,Eric Montross,Ben Wallace + Eric Montross
1718,753,-62,875,65,-0.07,Paul Pierce,Randy Brown,Paul Pierce + Randy Brown
1838,400,-58,807,47,-0.07,Tyrone Nesby,Derek Strong,Tyrone Nesby + Derek Strong
1718,77,-51,719,52,-0.07,Paul Pierce,Doug Overton,Paul Pierce + Doug Overton
1884,695,-47,686,45,-0.07,Baron Davis,Eldridge Recasner,Baron Davis + Eldridge Recasner
213,788,-43,660,48,-0.07,Antonio Davis,Kevin Willis,Antonio Davis + Kevin Willis
1732,1916,-38,573,42,-0.07,Felipe Lopez,Calvin Booth,Felipe Lopez + Calvin Booth
1724,1882,-39,559,48,-0.07,Bryce Drew,Elton Brand,Bryce Drew + Elton Brand
1720,680,-36,529,33,-0.07,Michael Doleac,John Amaechi,Michael Doleac + John Amaechi
469,901,-34,490,35,-0.07,Jamal Mashburn,Otis Thorpe,Jamal Mashburn + Otis Thorpe
431,937,-32,483,44,-0.07,Shawn Kemp,Scottie Pippen,Shawn Kemp + Scottie Pippen
21,757,-30,415,31,-0.07,Greg Anthony,Damon Stoudamire,Greg Anthony + Damon Stoudamire
904,956,-29,410,23,-0.07,Chris Mullin,Erick Dampier,Chris Mullin + Erick Dampier
1802,1882,-28,399,27,-0.07,Brad Miller,Elton Brand,Brad Miller + Elton Brand
123,686,-25,373,29,-0.07,Robert Pack,Antonio McDyess,Robert Pack + Antonio McDyess
2035,754,-24,368,30,-0.07,DerMarr Johnson,Jim Jackson,DerMarr Johnson + Jim Jackson
1134,2031,-25,349,34,-0.07,Ike Austin,Stromile Swift,Ike Austin + Stromile Swift
1886,979,-22,325,23,-0.07,Jonathan Bender,Jermaine O'Neal,Jonathan Bender + Jermaine O'Neal
1734,324,-22,323,15,-0.07,Sam Jacobson,Anthony Peeler,Sam Jacobson + Anthony Peeler
51,735,-19,292,17,-0.07,Mahmoud Abdul-Rauf,Bryant Reeves,Mahmoud Abdul-Rauf + Bryant Reeves
1914,713,-19,287,16,-0.07,Chris Herren,Chris Carr,Chris Herren + Chris Carr
2072,283,-17,250,27,-0.07,Michael Redd,Lindsey Hunter,Michael Redd + Lindsey Hunter
147,979,-16,237,16,-0.07,Jalen Rose,Jermaine O'Neal,Jalen Rose + Jermaine O'Neal
70,955,-16,237,19,-0.07,Steve Kerr,Samaki Walker,Steve Kerr + Samaki Walker
2067,957,-14,209,16,-0.07,Eddie House,Todd Fuller,Eddie House + Todd Fuller
1719,176,-14,205,16,-0.07,Bonzi Wells,Antonio Harvey,Bonzi Wells + Antonio Harvey
137,761,-14,201,14,-0.07,Vernon Maxwell,Matt Geiger,Vernon Maxwell + Matt Geiger
221,423,-89,1063,72,-0.08,Clar. Weatherspoon,Chris Gatling,Clar. Weatherspoon + Chris Gatling
1889,423,-78,1002,68,-0.08,Andre Miller,Chris Gatling,Andre Miller + Chris Gatling
2043,376,-74,980,75,-0.08,Mateen Cleaves,Eric Montross,Mateen Cleaves + Eric Montross
147,1886,-55,667,38,-0.08,Jalen Rose,Jonathan Bender,Jalen Rose + Jonathan Bender
179,713,-46,593,45,-0.08,Bryant Stith,Chris Carr,Bryant Stith + Chris Carr
1501,1747,-49,580,60,-0.08,Tim Thomas,Rafer Alston,Tim Thomas + Rafer Alston
248,761,-39,502,41,-0.08,George Lynch,Matt Geiger,George Lynch + Matt Geiger
2092,467,-36,459,34,-0.08,Ruben Garces,Jason Kidd,Ruben Garces + Jason Kidd
209,722,-33,405,27,-0.08,Dell Curry,Corliss Williamson,Dell Curry + Corliss Williamson
440,979,-24,319,27,-0.08,Zan Tabak,Jermaine O'Neal,Zan Tabak + Jermaine O'Neal
1737,761,-25,297,22,-0.08,Nazr Mohammed,Matt Geiger,Nazr Mohammed + Matt Geiger
1916,43,-22,292,23,-0.08,Calvin Booth,Chris Whitney,Calvin Booth + Chris Whitney
21,937,-23,278,23,-0.08,Greg Anthony,Scottie Pippen,Greg Anthony + Scottie Pippen
28,949,-22,260,18,-0.08,Doug West,Shareef Abdur-Rahim,Doug West + Shareef Abdur-Rahim
911,998,-20,255,27,-0.08,Ervin Johnson,Mark Pope,Ervin Johnson + Mark Pope
1005,2044,-19,248,30,-0.08,Walt Williams,Jason Collier,Walt Williams + Jason Collier
1594,952,-20,243,15,-0.08,Rick Brunson,Antoine Walker,Rick Brunson + Antoine Walker
137,727,-16,205,23,-0.08,Vernon Maxwell,Eric Snow,Vernon Maxwell + Eric Snow
689,761,-43,461,34,-0.09,Theo Ratliff,Matt Geiger,Theo Ratliff + Matt Geiger
673,87,-23,268,16,-0.09,Alan Henderson,Dikembe Mutombo,Alan Henderson + Dikembe Mutombo
365,979,-21,236,18,-0.09,Derrick McKey,Jermaine O'Neal,Derrick McKey + Jermaine O'Neal
1747,911,-19,216,22,-0.09,Rafer Alston,Ervin Johnson,Rafer Alston + Ervin Johnson
1944,922,-19,204,12,-0.09,Eddie Robinson,Elden Campbell,Eddie Robinson + Elden Campbell
1956,251,-18,200,18,-0.09,Ira Newble,Sean Elliott,Ira Newble + Sean Elliott
28,735,-57,574,35,-0.1,Doug West,Bryant Reeves,Doug West + Bryant Reeves
2033,697,-49,496,39,-0.1,Marcus Fizer,Fred Hoiberg,Marcus Fizer + Fred Hoiberg
238,761,-35,359,26,-0.1,Tyrone Hill,Matt Geiger,Tyrone Hill + Matt Geiger
753,77,-31,309,28,-0.1,Randy Brown,Doug Overton,Randy Brown + Doug Overton
679,911,-117,1022,67,-0.11,Jason Caffey,Ervin Johnson,Jason Caffey + Ervin Johnson
147,1506,-57,504,27,-0.11,Jalen Rose,Austin Croshere,Jalen Rose + Austin Croshere
727,761,-52,396,28,-0.13,Eric Snow,Matt Geiger,Eric Snow + Matt Geiger
147,371,-32,233,12,-0.14,Jalen Rose,Terry Mills,Jalen Rose + Terry Mills
1733,371,-32,233,12,-0.14,Al Harrington,Terry Mills,Al Harrington + Terry Mills
147,397,-83,477,27,-0.17,Jalen Rose,Reggie Miller,Jalen Rose + Reggie Miller
1894,400,-75,383,19,-0.2,Corey Maggette,Derek Strong,Corey Maggette + Derek Strong
